ra,dec
300.8609666666666,28.64410833333333
9.9927653,41.80922492
10.169575859999998,41.62155677
10.239256583299166,41.6487450790575
315.4150873709,45.14317276925
316.63986399792,45.310578735120004
316.93246830792,45.78647667122001
12.35887424711125,-0.728005191498611
313.83966957032,44.00776967776001
74.30556566544,-67.9976665473
70.56486236654,-69.83324076929694
11.372028279809998,-72.22645119621
72.51281080812,36.20936561800001
72.39781628539,-68.62471662583
300.92698511164,48.18214588255999
252.66568599999994,-47.982327000000005
297.66363105816,-26.8783982255
111.29391153843208,40.74248718541528
199.58811743577996,-50.76108205291
161.80238607007,-43.91853505487
178.37773810511,-61.05907919355
142.1821396700829,20.329721613175003
153.1412923816854,55.24765076698111
8.280745833333334,48.51056388888889
240.87841560431337,5.666076133949445
9.735583333333333,48.34327777777778
9.731416666666664,48.33652777777778
330.2933521379308,5.1732530032033335
314.57937649884,44.85854044824
313.72873550566,45.13163319498
305.63247821911,29.394893093240004
143.96468484734,33.81416238983
182.43593631641997,19.12927999488
286.08205681519,40.2556984712
136.56057053048,-70.76646741202
325.32826800375,48.98218379015
28.334466598329996,-70.05525674177
285.41497975233995,-31.69316950253
290.12473726394,12.91222328682
157.28497062225,59.31493276668001
234.94228886434004,-67.05483167774
313.95705521523,45.942995614320004
319.76064815967,3.24195540872
8.56761134041,22.413436978730005
60.08025861472999,23.5342848116
89.28603271003,33.86008826763
200.81548586928997,3.7298364681200007
277.56325601377,-38.41696937201001
219.22830135549,-30.21783381403999
317.58573117709,-53.70397339636
117.18969564921,5.393164496259999
101.72689024888,-6.038383148159999
169.55293585723,-74.86383820812
167.529839291,-74.25383790784
85.56250045512,28.28957483778
57.52439894306999,-43.53431477155
288.5572873269,13.69461529773
288.37300465904,-30.94451413587
170.75058882551,-70.75315413876
168.88884296556,-70.70787687505
315.12478764101996,46.9527637632
60.89916666666666,-9.229444444444445
315.20488403603,47.21899036479
314.77355267589,47.60061475583001
8.14418527443,-73.44814222312
7.941425909590003,-74.20462503468
19.2588059572,-73.64284070439
19.290867906870005,-75.10432339683
284.2326848182,-31.41137859066
76.84178398584,-68.83235256088
171.72855609711,64.8654911741
77.48349309496375,-66.76561232967778
77.53765578348,-69.31805453422
95.18925833333333,4.085891666666667
331.44988333333333,53.71185
91.03984583333333,47.795024999999995
351.4213041666667,64.85727777777778
228.57989792190997,-70.07947591614
76.34882946369,1.17762628862
285.79074229896,-30.043143539489996
19.1799625,33.39387777777778
11.474791666666665,-73.39477777777779
284.48954949969,-30.16905717230001
284.23330556706,-30.13625672348
216.17858333333334,44.51811111111111
298.1300906027009,41.696901868175
283.60118733921,-30.41958206807
48.23714264777001,1.1860006776599998
81.46054716345,-69.85342221594
319.71485381517994,46.66114480065
155.66494099824,62.395750462120006
294.12932979134,16.827235757400004
283.37241042999,-29.640042005620003
293.36763951421,16.50705821696
19.1183,33.40730555555555
10.469791666666667,41.68233333333333
9.936250000000001,40.44336111111111
9.96125,41.78361111111111
9.991583333333335,41.83158333333334
157.10928898563,-67.6048443173
319.0289434773,47.66463818317
318.36833229871,48.25378316276
284.04687819586,-29.06523291361
8.277541666666668,48.526555555555554
8.285125,48.49265555555556
8.286175000000002,48.49817222222222
8.301179166666666,48.4923
8.323904166666667,48.52942777777778
192.03284652118998,18.59946181423
9.748708333333333,48.33347222222223
9.764041666666667,48.32916666666667
9.747095833333333,48.33321944444445
9.7595,48.31941666666667
9.730991666666666,48.349694444444445
9.738583333333334,48.33069444444445
9.741083333333334,48.33408333333334
9.743583333333332,48.33580555555556
9.745958333333334,48.32622222222223
9.518166666666666,48.36069444444445
9.784725000000002,48.35236388888889
9.750399999999999,48.343186111111116
9.770124999999998,48.33844444444445
9.759916666666667,48.32211111111111
9.766874999999999,48.321444444444445
9.768,48.35025
9.768479166666667,48.32270555555556
222.41939950425999,-74.50184054408
317.53414869527,48.01515759461001
7.3298625,-71.06388055555556
293.44166007254,18.232612918210002
125.67853646032,33.51929736438
150.80350000000004,-26.159388888888888
87.27286742228,-70.14111455916
315.96080894554,47.56553684653
316.10712477108,47.92538132631
82.74087153003,-67.84956827123999
159.60773141171,-64.26873584856
231.43376364237002,79.99992223069
160.24194523268,-63.85770640746001
78.52989675926,34.79506264052
166.93768772577,-64.6071707678
351.73901254607995,49.51638474587
298.98785759503,22.349854557449998
71.87306676035,-68.46360448874
162.95358391533,-63.33963567403999
83.14599111938,-70.20560702352
164.63325360938,-62.59719034524001
311.95945512562,45.55924935163
165.36120338886,-62.43896730785999
165.55487752261,-62.29820792369
165.53529314332,-61.89063458584
164.49344565733,-61.90234622177999
164.2045746715,-61.945563512540005
326.68966523823,50.0663690022
312.76093328348,46.90314527245
162.90060990399,-61.11640827386
127.28520199999998,-51.58744
197.129711,-63.960369000000014
162.50044136376,-61.067008070510006
162.13959715885,-60.8196485205
149.75880244364,-72.20784402702
292.66267542073,-29.511269630809995
292.22026502367,-29.589867064579998
160.50301587442,-50.75506414217
