ra,dec
87.20284830913,10.34130063133
85.23005766637,35.65699416456
85.22998,35.686119
277.2333333333333,-11.783333333333331
84.79697083333333,35.75628888888889
84.92375,-69.76777777777778
84.78379166666669,35.76624999999999
79.9095065196,7.7663460885700015
315.03445341454,43.25085959095001
323.787956,50.886002
334.8259583333333,63.31319444444444
260.09529482028995,-35.875053416709996
86.73793668298,8.20698646488
84.79916666666666,35.74025000000001
84.81109166666667,35.756625
84.797911,35.726021
82.75200250238,11.527071364719998
281.8287916666667,-2.1047222222222217
315.590522916,43.82150167889
85.77821770000001,9.7303864
286.809473,7.256626
81.1160519280821,9.07497043093
280.5748334474596,-1.0613492048833333
0.1930747557975,64.71439111380306
294.86555051087,22.240727119399995
296.19112357476,23.529586539419995
334.7267802683171,58.782599875595274
335.2706453283284,57.89451745642778
314.47959126821,43.24920050119
286.762325,7.157773
85.31067645392,35.83383284287001
313.93971742206,43.06679295816
286.904738,7.349624
286.905317,7.374928
313.88486255438,43.48899299072
286.9525,8.076666666666666
314.00697934878997,43.61466561452
314.06035129249,43.63381518077
287.1116666666667,7.906388888888889
314.42868987808,43.71049986998
314.51849194347,43.84219210218
287.820753,10.036648
314.31596528311,43.82487790078
314.31071292429,43.82148619055
280.110342,-34.93128199999999
314.07844117408,43.65218853235
314.11041529363996,43.72687804138
314.14861138102,43.77166797329
314.18060003166,43.80723201689
314.04917406632,43.775065838569994
313.97682317925,43.82393842126999
287.944693,9.964548
314.24363300453,43.848183670930005
314.37987818983,44.04376485447
287.940818,9.963964
92.064903,20.52779
315.41472545517,43.88610172993
92.102402,20.614771
92.114642,20.629972000000002
92.114722,20.628773000000002
315.11230268084,44.11977298752
92.11640500000001,20.631050000000002
92.12217900000002,20.638063000000002
92.130408,20.447161
314.57646971084995,43.87993732433
92.138617,20.677395
308.115018,40.320709
308.0795416666667,40.33652777777778
308.097945,40.343094
308.11346000000003,40.323082
308.087829,40.31336600000001
308.07473200000004,40.33290100000001
314.69056104236,44.2021228347
314.68304261823,44.231281309589995
308.122544,40.321449
308.078118,40.334232
308.10841999999997,40.31786699999999
308.077481,40.33665700000001
314.80591031781,44.231966738459995
314.80847841241,44.26999821091
308.092551,40.332184
308.073413,40.333988000000005
308.0841690000001,40.313592
314.39293743506,44.0940610661
92.15410200000001,20.656108999999997
82.32820516496,-1.3103069300799999
315.11354735206,44.70708271142
92.161095,20.592916
92.161331,20.620291
92.16458300000001,20.615532
92.176252,20.646841
92.18350500000001,20.653616
92.20222600000001,20.490599
92.202782,20.492102000000003
92.20645300000001,20.492123000000003
92.22958299999999,20.673189
92.236343,20.49217
92.26108400000001,20.457619
92.27558900000001,20.703886
92.27916400000001,20.7013
166.76350543965,-76.1824037936
92.345551,20.707941
92.34180400000001,20.607533
92.342335,20.699347
92.35289000000002,20.702951
83.80804329166665,-5.402616583333334
92.36763800000001,20.743441000000004
286.920167,7.402818
92.43651600000001,20.712893
92.422038,20.592381
92.42147800000001,20.596086999999997
92.42931102989,20.62513732976
67.68429166666667,35.99752777777779
313.1389375,44.528
87.774258,27.538868000000004
87.784781,27.503156999999998
93.09991666666666,17.900277777777777
93.10283333333334,17.98913888888889
313.2316270166,44.24707006411
93.105242,17.922695
93.107257,17.918243
87.853801,27.492769
93.10617500000001,17.932597222222224
93.15514,17.912434
93.11387500000001,17.925083333333333
93.12912500000002,17.91861111111111
93.113504,17.919716
93.117275,17.924589
93.113663,17.989862
93.12329166666669,17.91197222222222
93.12854166666668,17.92313888888889
93.13386422551,17.913485334659995
93.22725,17.92338888888889
87.792849,27.531767
93.17170833333336,17.82547222222222
