ra,dec,flux65,flux90,flux140,flux160,qflag65,qflag90,qflag140,qflag160,peak_wl,peak_flux
89.4173,-34.93453,1.713,3.358,,0.247,1,1,2,0,90.0,3.358
15.19719,65.22585,2.076,3.547,,0.0953,1,1,2,0,90.0,3.547
56.70695,23.78616,1.259,3.838,,0.19,1,1,2,0,90.0,3.838
264.75678,-43.70068,0.6515,3.588,,0.246,1,1,2,0,90.0,3.588
195.74474,-64.98363,2.489,4.064,,0.0474,1,1,2,0,90.0,4.064
20.2486,64.67891,2.007,3.573,,0.288,1,1,2,0,90.0,3.573
279.6566,0.83635,1.515,3.615,,0.0474,1,1,2,0,90.0,3.615
79.62921,34.27671,2.78,3.776,,0.0801,3,1,2,0,90.0,3.776
61.23362,51.20602,2.899,4.169,,0.158,1,1,2,0,90.0,4.169
14.40666,62.2543,0.8286,3.307,,0.0327,1,1,2,0,90.0,3.307
232.55492,-53.29792,2.107,5.215,,0.154,1,1,2,0,90.0,5.215
46.03941,-47.07407,2.2,3.203,,0.0432,1,1,2,0,90.0,3.203
278.66204,-15.10905,0.515,3.109,,0.249,1,1,2,0,90.0,3.109
13.46876,56.89924,2.205,3.801,,0.111,1,1,2,0,90.0,3.801
14.52087,61.18117,1.872,5.413,,0.454,1,1,2,0,90.0,5.413
280.9461,-15.69886,1.286,3.51,,0.0716,1,1,2,0,90.0,3.51
61.43813,58.42656,2.73,3.954,,0.0838,1,1,2,0,90.0,3.954
257.67516,-27.14396,2.359,3.21,,0.0304,1,1,2,0,90.0,3.21
29.5165,60.697,1.796,3.321,,0.0686,1,1,2,0,90.0,3.321
67.36518,10.80468,0.2226,3.948,,0.101,1,1,2,0,90.0,3.948
36.58645,60.42921,2.626,4.674,,0.0857,1,1,2,0,90.0,4.674
28.46849,63.45439,2.83,3.769,,0.0816,1,1,2,0,90.0,3.769
64.41188,55.34135,2.778,3.48,,0.0617,1,1,2,0,90.0,3.48
242.41942,-18.56808,1.272,4.545,,0.302,1,1,2,0,90.0,4.545
28.93745,60.4404,2.808,3.022,,0.159,1,1,2,0,90.0,3.022
249.23328,-42.70875,1.754,7.562,,0.235,1,1,3,1,90.0,7.562
54.10336,58.97918,2.23,3.351,,0.0697,3,1,2,0,90.0,3.351
53.71927,30.99151,1.441,3.012,,0.104,1,1,2,0,90.0,3.012
82.86072,34.5583,1.882,3.607,,0.0715,1,1,2,0,90.0,3.607
35.09753,62.49357,0.9587,3.003,,0.0896,1,1,2,0,90.0,3.003
327.76792,56.07717,2.351,6.342,,0.0558,1,1,2,0,90.0,6.342
9.59803,-0.60997,0.3259,3.283,,0.104,1,1,2,0,90.0,3.283
34.11442,33.53757,1.506,3.385,,0.0589,1,1,2,0,90.0,3.385
40.05544,-13.72783,1.627,5.147,,0.19,1,1,2,0,90.0,5.147
14.46975,65.57812,2.031,3.238,,0.155,1,1,2,0,90.0,3.238
40.64037,60.04396,2.751,4.924,,0.186,1,1,2,0,90.0,4.924
13.29241,61.17087,2.405,3.096,,0.0555,1,1,8,8,90.0,3.096
10.3926,67.05098,2.24,3.557,,0.0465,1,1,2,0,90.0,3.557
8.16847,1.47019,0.645,4.094,,0.0621,1,1,2,0,90.0,4.094
64.85069,52.92866,0.2177,5.353,0.553,0.688,1,2,8,8,90.0,5.353
52.57418,71.86239,0.6762,3.128,,0.0437,1,1,2,0,90.0,3.128
12.49864,61.83634,2.726,4.814,,0.295,1,1,2,0,90.0,4.814
10.53961,50.57241,2.347,4.702,,0.293,3,1,2,0,90.0,4.702
9.40034,66.99586,0.9134,4.431,,0.0446,1,1,2,0,90.0,4.431
20.56216,34.6699,2.563,3.768,0.0488,0.0656,1,1,2,0,90.0,3.768
58.93216,51.64064,2.089,5.385,,0.0439,1,1,2,0,90.0,5.385
14.51022,61.23466,2.846,5.572,,0.489,1,1,2,0,90.0,5.572
98.97195,10.45751,2.785,6.008,,0.107,3,1,2,0,90.0,6.008
12.5561,-73.52779,1.627,3.04,,0.0962,1,1,2,0,90.0,3.04
266.17319,-38.08699,2.611,6.326,,0.0332,1,1,2,0,90.0,6.326
97.28919,5.64706,2.711,3.178,,0.0794,1,1,2,0,90.0,3.178
26.21389,61.48919,1.412,6.501,,0.0562,1,1,2,0,90.0,6.501
16.03408,63.21935,2.595,3.379,,0.0509,1,1,2,0,90.0,3.379
56.3846,34.06117,2.697,3.223,,0.024,1,1,2,0,90.0,3.223
35.36175,60.93813,0.6152,5.082,,0.394,1,1,2,0,90.0,5.082
99.81988,1.83836,2.133,3.746,,0.0591,1,1,2,0,90.0,3.746
12.94673,56.19942,1.888,3.378,,0.0705,1,1,2,0,90.0,3.378
88.3284,0.61574,2.814,4.219,,0.172,3,1,2,0,90.0,4.219
249.01718,-24.51222,1.557,7.732,,0.0561,1,1,2,0,90.0,7.732
10.58934,29.69701,1.041,3.367,,0.0264,1,1,2,0,90.0,3.367
93.6799,13.98292,0.9514,9.2,,0.274,1,1,2,0,90.0,9.2
290.2821,15.2624,1.576,11.52,1.4,1.0,1,1,3,1,90.0,11.52
80.40073,34.52623,1.367,3.088,,0.324,1,1,2,0,90.0,3.088
37.35235,59.80517,2.718,5.457,,0.137,1,1,2,0,90.0,5.457
41.14709,60.51944,2.382,3.122,,0.129,1,1,2,0,90.0,3.122
17.4986,63.74342,2.945,4.107,,0.213,1,1,2,0,90.0,4.107
49.528,58.71221,0.9581,3.889,,0.0315,1,1,2,0,90.0,3.889
24.23751,31.98242,2.903,3.284,,0.0356,3,1,2,0,90.0,3.284
79.53861,8.36952,2.421,5.161,,0.0156,1,3,2,0,90.0,5.161
274.79008,-10.04341,2.434,7.734,,0.672,1,1,3,1,90.0,7.734
43.80069,59.72393,2.748,3.224,,0.251,1,1,2,0,90.0,3.224
21.5998,67.74152,2.387,8.028,,0.158,3,3,2,0,90.0,8.028
42.61585,60.99886,2.174,9.534,,0.226,1,3,2,0,90.0,9.534
82.26734,-1.24537,0.9414,3.729,,0.0322,1,1,2,0,90.0,3.729
70.3795,30.50637,1.027,4.259,,0.0749,1,1,2,0,90.0,4.259
46.97376,60.7243,1.059,3.469,,0.148,1,1,2,0,90.0,3.469
94.94318,23.53514,1.806,3.138,,0.0777,1,1,2,0,90.0,3.138
193.6003,-65.12124,1.612,5.667,,0.147,1,1,3,1,90.0,5.667
36.27903,62.86139,2.29,6.183,,0.164,1,1,2,0,90.0,6.183
20.4411,63.3361,0.5953,3.605,,0.0998,1,1,2,0,90.0,3.605
194.10091,-66.77996,1.753,5.881,,0.0767,1,1,2,0,90.0,5.881
13.77715,65.54526,1.988,3.287,,0.0897,1,1,2,0,90.0,3.287
261.43931,-30.62789,0.916,4.282,,0.0738,1,1,3,3,90.0,4.282
40.41135,69.78534,2.329,4.042,,0.117,1,1,2,0,90.0,4.042
161.7672,-58.40572,1.93,3.916,,0.206,1,1,2,0,90.0,3.916
81.65954,11.30587,1.926,3.156,,0.031,1,1,2,0,90.0,3.156
67.28232,51.80582,1.901,4.05,,0.308,1,1,8,8,90.0,4.05
12.16865,56.27027,1.188,3.617,,0.231,1,1,2,0,90.0,3.617
241.09065,-42.54275,1.707,3.987,,0.078,1,1,2,0,90.0,3.987
38.30824,61.82289,0.008214,4.865,,0.0388,1,1,2,0,90.0,4.865
15.40992,66.12826,2.391,3.506,,0.0689,1,1,2,0,90.0,3.506
69.38684,50.58135,1.233,3.008,,0.0148,2,1,2,0,90.0,3.008
93.23143,27.55034,2.007,3.615,,0.0272,1,1,2,0,90.0,3.615
34.55954,-12.23012,1.749,3.131,,0.104,1,1,2,0,90.0,3.131
37.57034,60.64348,1.756,8.309,0.261,0.594,1,1,2,0,90.0,8.309
194.50941,-14.66745,0.1328,4.304,,0.134,1,1,2,0,90.0,4.304
82.35821,37.9885,2.811,3.022,,0.0465,1,1,2,0,90.0,3.022
265.2124,-34.77219,1.047,8.286,,0.556,1,1,3,1,90.0,8.286
38.75825,61.58648,2.153,4.114,,0.22,3,1,2,0,90.0,4.114
80.9928,10.25248,0.7911,3.009,,0.0323,1,1,2,0,90.0,3.009
82.74361,-4.82971,1.317,4.321,,0.111,1,1,2,0,90.0,4.321
48.45453,56.44878,2.845,4.518,,0.0949,1,1,2,0,90.0,4.518
314.87525,45.68349,1.869,3.704,,0.111,1,1,2,0,90.0,3.704
40.54081,-5.56588,2.7,5.183,,0.0868,3,1,2,0,90.0,5.183
22.76672,55.93866,2.826,3.089,,0.0324,1,1,2,0,90.0,3.089
215.91736,-19.21339,0.7353,3.046,,0.362,1,1,2,0,90.0,3.046
14.59311,-2.69287,1.14,3.352,,0.0238,1,1,2,0,90.0,3.352
285.02807,-0.77297,0.8529,3.459,,0.106,1,1,2,0,90.0,3.459
12.00757,-25.20867,0.4176,13.4,0.826,1.11,1,3,2,0,90.0,13.4
22.10666,-2.58735,2.454,3.36,,0.0714,1,1,2,0,90.0,3.36
80.35601,33.65275,0.3098,3.868,,0.0587,1,1,2,0,90.0,3.868
136.30597,-49.64629,2.009,6.832,,0.172,1,1,2,0,90.0,6.832
13.87691,6.11247,1.577,4.492,,0.0545,1,1,2,0,90.0,4.492
38.2049,61.2763,2.713,6.986,,0.253,1,1,2,0,90.0,6.986
214.42559,-56.94256,1.734,3.834,,0.0665,1,1,2,0,90.0,3.834
13.65328,59.21866,1.241,3.517,,0.0931,1,1,2,0,90.0,3.517
14.32078,56.12264,1.858,3.078,,0.0582,1,1,2,0,90.0,3.078
16.54077,53.63617,2.875,3.642,,0.158,3,1,2,0,90.0,3.642
55.73871,34.02679,0.9625,3.221,,0.0647,1,1,2,0,90.0,3.221
34.7484,60.97092,1.954,5.912,,0.381,1,1,2,0,90.0,5.912
14.11036,25.50901,1.672,3.145,,0.0266,1,1,2,0,90.0,3.145
26.44935,66.3038,2.856,4.608,,0.0354,3,1,2,0,90.0,4.608
239.0995,-41.55461,2.508,4.426,,0.0267,1,1,2,0,90.0,4.426
33.76454,61.11694,1.739,3.769,,0.151,1,1,2,0,90.0,3.769
13.29064,62.11038,1.367,4.713,,0.0419,1,1,2,0,90.0,4.713
40.49716,75.09723,1.772,3.721,,0.0489,1,1,2,0,90.0,3.721
16.49674,58.32915,2.033,3.19,,0.0426,1,1,2,0,90.0,3.19
258.31472,-31.19328,2.503,3.099,,0.0338,1,1,2,0,90.0,3.099
26.24307,61.2969,1.061,4.545,,0.0447,1,1,2,0,90.0,4.545
37.08137,60.59785,1.478,3.846,,0.278,1,1,2,0,90.0,3.846
255.64168,-37.01925,0.4076,8.004,,0.0531,1,1,2,0,90.0,8.004
273.71187,-10.98107,2.349,10.22,,0.495,1,1,3,1,90.0,10.22
301.74264,28.35865,2.743,3.738,,0.0275,1,1,2,0,90.0,3.738
255.71516,-48.49827,1.602,4.971,,0.452,1,1,3,1,90.0,4.971
13.30348,20.71527,1.601,3.383,,0.00637,1,1,2,0,90.0,3.383
31.80685,61.17614,0.5598,3.417,,0.0626,1,1,2,0,90.0,3.417
48.77321,58.94544,2.616,4.553,,0.116,1,1,2,0,90.0,4.553
12.4245,61.80158,1.963,5.114,,0.281,1,1,2,0,90.0,5.114
76.25281,18.83308,1.623,3.123,,0.0196,1,1,2,0,90.0,3.123
50.3236,57.09741,2.921,3.002,,0.123,1,1,2,0,90.0,3.002
126.54725,-55.52064,2.56,3.779,,0.0427,1,1,2,0,90.0,3.779
35.32415,61.59623,2.227,10.07,,0.721,1,1,2,0,90.0,10.07
259.25887,-33.85642,0.8475,4.746,,0.589,1,1,3,1,90.0,4.746
59.99417,36.48299,1.771,3.433,,0.0317,1,1,2,0,90.0,3.433
12.26917,63.15269,2.388,5.393,,0.0894,3,1,2,0,90.0,5.393
26.40623,-4.56713,1.346,3.066,,0.0468,1,1,2,0,90.0,3.066
35.09704,64.9407,2.077,4.422,,0.0691,3,1,2,0,90.0,4.422
11.98546,67.53512,0.9896,3.927,,0.0515,1,1,2,0,90.0,3.927
281.83892,-6.74988,1.961,3.595,,0.246,1,1,2,0,90.0,3.595
275.55555,-2.06609,1.969,3.766,,0.0953,1,1,2,0,90.0,3.766
48.79983,59.03085,2.921,3.272,,0.0604,3,1,2,0,90.0,3.272
40.36879,-35.6676,1.89,3.275,,0.0851,1,1,2,0,90.0,3.275
90.96381,30.41382,2.64,9.969,,0.37,1,1,2,0,90.0,9.969
28.87762,60.53846,2.996,4.913,,0.139,3,1,2,0,90.0,4.913
27.91683,63.50453,2.794,3.84,,0.113,1,1,2,0,90.0,3.84
2.56939,61.84473,1.077,3.316,,0.25,1,1,2,0,90.0,3.316
53.11378,58.42188,2.507,3.12,,0.189,1,1,2,0,90.0,3.12
48.8012,60.5119,2.474,4.133,,0.0228,1,1,2,0,90.0,4.133
26.06437,66.97434,2.247,3.524,,0.12,1,1,2,0,90.0,3.524
38.92981,59.99822,1.243,3.701,,0.0866,1,1,2,0,90.0,3.701
142.75208,-53.70192,2.755,4.042,,0.101,1,1,2,0,90.0,4.042
11.91061,62.25749,2.22,3.313,,0.205,1,1,2,0,90.0,3.313
61.81498,53.98677,0.6609,3.763,,0.0824,1,1,2,0,90.0,3.763
330.11002,52.57571,2.682,4.003,,0.105,3,1,2,0,90.0,4.003
28.55098,61.39846,2.173,4.139,,0.0808,1,1,2,0,90.0,4.139
11.45158,63.34265,2.319,3.46,,0.109,1,1,2,0,90.0,3.46
80.38175,7.55007,2.207,3.536,,0.0836,3,2,2,0,90.0,3.536
77.22726,-21.41877,0.3988,3.019,,0.0635,1,1,2,0,90.0,3.019
144.6012,-51.52129,2.617,3.634,,0.0745,1,1,2,0,90.0,3.634
272.15965,-29.0248,0.8793,3.301,,0.016,1,1,2,0,90.0,3.301
48.87872,-15.89106,1.514,3.564,,0.103,1,1,2,0,90.0,3.564
79.84855,7.74112,2.612,4.282,,0.0287,1,1,2,0,90.0,4.282
79.4448,34.85297,2.683,4.13,,0.247,1,1,2,0,90.0,4.13
320.63057,49.64783,0.7502,3.319,,0.0714,1,1,2,0,90.0,3.319
82.43249,39.60184,2.658,3.297,,0.0501,1,1,2,0,90.0,3.297
49.15066,60.61193,2.502,3.458,,0.153,1,1,2,0,90.0,3.458
29.40295,59.58614,1.64,4.661,,0.0954,1,1,8,8,90.0,4.661
46.91975,-66.66877,2.05,3.277,,0.0218,1,1,2,0,90.0,3.277
39.69835,62.47109,2.422,3.634,,0.437,1,1,2,0,90.0,3.634
119.18714,-37.13647,2.508,3.104,,0.0305,1,1,2,0,90.0,3.104
39.09362,60.70717,2.238,7.706,,0.338,1,1,2,0,90.0,7.706
47.7013,57.96219,2.098,9.628,,0.312,3,1,2,0,90.0,9.628
48.01362,58.15034,0.7588,3.083,,0.101,1,1,2,0,90.0,3.083
43.15151,64.476,1.088,3.03,,0.0201,1,1,2,0,90.0,3.03
289.86281,4.81008,1.32,3.734,,0.00539,1,1,2,0,90.0,3.734
36.26802,60.96795,1.986,5.627,,0.206,1,1,2,0,90.0,5.627
77.77602,-17.92074,0.01558,5.634,,0.0953,1,1,2,0,90.0,5.634
22.74512,64.20415,2.886,4.519,,0.0207,3,1,2,0,90.0,4.519
52.79593,-14.63786,2.754,3.846,,0.00853,3,1,2,0,90.0,3.846
0.7997,66.6369,1.1,3.332,,0.167,1,1,2,0,90.0,3.332
54.40234,32.28752,1.496,3.882,,0.199,1,1,2,0,90.0,3.882
41.67544,61.26666,1.547,3.68,,0.241,1,1,2,0,90.0,3.68
33.22331,-29.79789,0.5826,3.049,,0.0893,1,1,2,0,90.0,3.049
32.96775,60.67254,2.437,3.641,,0.0985,1,1,2,0,90.0,3.641
34.42142,-37.13595,1.627,3.03,,0.073,1,1,2,0,90.0,3.03
282.58667,-4.89854,1.087,6.057,,0.754,1,1,3,1,90.0,6.057
81.0065,6.41603,1.18,3.806,,0.0677,1,1,2,0,90.0,3.806
305.2826,-66.85715,0.1782,3.107,,0.0568,1,1,2,0,90.0,3.107
82.44986,-2.28379,0.1126,4.846,,0.198,1,3,2,0,90.0,4.846
94.91217,20.22037,2.089,3.597,,0.122,1,1,2,0,90.0,3.597
84.75512,30.59872,0.7183,5.688,,0.0057,1,1,2,0,90.0,5.688
132.13836,-43.15316,1.138,5.863,,0.121,1,1,2,0,90.0,5.863
79.91574,39.10334,2.054,4.254,,0.218,1,1,2,0,90.0,4.254
63.42066,34.61774,0.2386,3.595,,0.0901,1,1,2,0,90.0,3.595
253.2801,-36.33934,2.635,3.267,,0.179,1,2,2,0,90.0,3.267
46.77199,55.75218,2.055,3.117,,0.374,1,1,2,0,90.0,3.117
284.12851,3.15249,2.433,9.93,,0.264,1,1,3,1,90.0,9.93
30.01332,60.48068,2.965,4.662,0.301,0.385,1,1,2,0,90.0,4.662
54.93847,32.67154,0.6572,3.12,,0.113,1,1,2,0,90.0,3.12
49.0219,60.1331,0.7065,4.504,,0.375,1,1,2,0,90.0,4.504
40.47913,60.04561,1.397,5.332,,0.189,1,1,2,0,90.0,5.332
101.897,0.13726,2.398,3.36,,0.115,3,1,2,0,90.0,3.36
22.49181,-4.70219,2.049,3.133,,0.0371,1,1,2,0,90.0,3.133
231.40155,-60.57866,1.756,5.232,,0.0525,1,1,2,0,90.0,5.232
14.0668,65.39375,0.9711,3.619,,0.147,1,1,2,0,90.0,3.619
47.29914,57.44679,2.133,3.556,,0.139,1,1,2,0,90.0,3.556
36.71858,58.08212,2.543,6.085,,0.0312,1,1,2,0,90.0,6.085
41.74438,60.68478,2.425,4.006,,0.407,1,1,2,0,90.0,4.006
13.03997,56.83713,2.527,3.013,,0.306,3,1,2,0,90.0,3.013
55.23436,31.68499,1.533,5.328,,0.227,1,1,2,0,90.0,5.328
71.67933,51.20378,1.95,3.68,,0.0965,1,1,2,0,90.0,3.68
107.74071,49.02062,2.053,4.783,,0.041,1,1,2,0,90.0,4.783
40.43765,60.33981,2.839,4.855,,0.0542,3,1,2,0,90.0,4.855
265.41325,-28.68143,2.029,12.33,,0.0311,1,1,3,1,90.0,12.33
80.61152,8.19499,2.634,3.772,,0.467,3,1,2,0,90.0,3.772
284.05581,-3.25383,2.552,6.558,,0.346,1,1,3,1,90.0,6.558
39.36662,60.03344,1.79,3.695,,0.271,1,1,2,0,90.0,3.695
17.81724,64.93325,2.438,3.891,,0.0595,1,1,2,0,90.0,3.891
55.60252,54.00909,2.855,3.581,,0.0393,1,1,2,0,90.0,3.581
79.60978,7.29381,1.552,4.912,,0.149,1,3,2,0,90.0,4.912
87.56669,-4.16287,2.58,5.601,,0.045,1,3,2,0,90.0,5.601
36.68459,19.39626,2.978,3.561,,0.0948,3,1,2,0,90.0,3.561
40.31218,62.4454,1.825,3.149,,0.0477,1,1,2,0,90.0,3.149
37.0298,60.47873,2.546,10.36,,0.266,1,1,2,0,90.0,10.36
83.65673,-2.91988,0.8154,5.492,,0.312,1,1,8,8,90.0,5.492
50.18193,-14.56893,2.893,3.743,,0.0765,3,1,2,0,90.0,3.743
26.11859,-40.66343,2.07,3.044,,0.0583,1,1,2,0,90.0,3.044
235.56384,-47.92171,0.6019,3.334,,0.0442,1,1,2,0,90.0,3.334
38.07482,-35.031,2.847,3.03,,0.0455,1,1,2,0,90.0,3.03
284.40165,2.40985,2.172,9.713,,1.01,1,1,3,1,90.0,9.713
12.31013,59.49268,2.377,4.305,,0.0347,1,1,2,0,90.0,4.305
51.18734,60.49104,1.666,3.457,,0.462,1,1,2,0,90.0,3.457
13.79991,56.42756,2.546,3.444,,0.167,1,1,2,0,90.0,3.444
80.63132,10.05605,1.039,4.488,,0.139,1,1,2,0,90.0,4.488
250.88635,-38.35707,1.272,5.866,,0.139,1,1,2,0,90.0,5.866
48.39919,58.73203,2.896,3.036,,0.0702,1,1,2,0,90.0,3.036
86.35261,-2.69581,1.719,3.252,,0.119,1,1,2,0,90.0,3.252
308.38573,40.50907,1.692,3.666,,0.806,1,1,3,1,90.0,3.666
15.16074,64.37755,1.546,3.247,,0.116,1,1,2,0,90.0,3.247
58.38777,37.38808,1.263,3.313,,0.0123,1,1,2,0,90.0,3.313
84.2874,-6.54455,1.534,3.181,,0.154,1,1,2,0,90.0,3.181
41.47719,60.83291,0.7878,4.813,,0.162,1,1,2,0,90.0,4.813
64.64703,37.96338,2.83,3.587,,0.0708,3,1,2,0,90.0,3.587
300.49537,44.20854,2.606,3.563,,0.0506,1,1,2,0,90.0,3.563
46.63834,60.65621,1.979,4.453,,0.15,1,1,2,0,90.0,4.453
82.93406,-5.75002,1.459,3.085,,0.34,1,1,2,0,90.0,3.085
264.50412,-37.35791,2.418,6.048,,0.0827,1,1,2,0,90.0,6.048
38.97082,61.69658,1.449,3.88,,0.337,1,1,2,0,90.0,3.88
65.64443,53.15741,2.195,4.119,,0.0956,1,1,2,0,90.0,4.119
20.36931,2.1735,0.9646,3.368,,0.0309,1,1,2,0,90.0,3.368
44.84554,47.07876,2.397,3.058,,0.0953,1,1,2,0,90.0,3.058
60.65005,36.15764,0.2372,3.481,,0.269,1,1,2,0,90.0,3.481
33.75769,61.45474,1.208,3.921,,0.0923,1,1,2,0,90.0,3.921
85.63983,36.13656,0.7115,3.868,,0.0896,1,1,2,0,90.0,3.868
62.5521,58.0363,1.717,4.965,,0.0649,1,3,2,0,90.0,4.965
86.25533,-1.58504,2.465,6.003,,0.138,3,1,2,0,90.0,6.003
82.91004,13.11161,2.506,3.588,,0.124,1,1,2,0,90.0,3.588
22.87799,-15.68854,1.772,3.043,,0.0644,1,1,2,0,90.0,3.043
39.79181,60.28946,2.958,5.397,,0.0381,1,1,2,0,90.0,5.397
50.75398,54.78961,2.602,3.228,,0.146,3,1,2,0,90.0,3.228
71.95715,60.42409,0.08877,3.767,,0.193,1,1,2,0,90.0,3.767
35.57902,62.46714,2.72,4.098,,0.174,1,1,2,0,90.0,4.098
16.27475,56.77927,2.93,3.079,,0.0432,1,1,2,0,90.0,3.079
42.44943,54.65496,1.042,3.334,,0.108,1,1,2,0,90.0,3.334
85.11509,-49.6627,2.483,3.134,,0.0464,1,1,2,0,90.0,3.134
82.57963,-1.34712,1.342,4.902,,0.403,1,1,2,0,90.0,4.902
13.13901,65.99439,1.82,7.514,,0.115,1,1,2,0,90.0,7.514
21.33922,-18.16508,2.188,3.051,,0.0668,1,1,2,0,90.0,3.051
93.38738,20.77621,2.237,5.362,,0.0645,1,1,2,0,90.0,5.362
12.44811,-73.40812,2.96,3.646,0.592,0.152,1,1,2,0,90.0,3.646
80.9983,35.46563,0.3868,4.324,,0.221,1,1,2,0,90.0,4.324
59.42639,6.29947,2.034,3.995,,0.0628,1,1,2,0,90.0,3.995
18.41031,-21.64076,1.197,3.683,,0.019,1,1,2,0,90.0,3.683
44.35535,58.33087,1.529,3.272,,0.0296,1,1,2,0,90.0,3.272
32.53246,14.61026,0.6383,3.343,,0.0653,1,1,2,0,90.0,3.343
81.18931,35.10979,2.028,3.146,,0.0763,1,1,2,0,90.0,3.146
245.95712,-49.1205,1.364,16.64,,0.41,1,1,3,1,90.0,16.64
82.97503,-6.28185,1.329,3.106,,0.13,1,1,2,0,90.0,3.106
84.62234,30.38765,1.53,4.033,,0.27,1,1,2,0,90.0,4.033
82.48468,-4.04212,2.613,6.898,,0.0233,1,3,2,0,90.0,6.898
49.88389,58.70866,1.929,3.634,,0.0607,1,1,2,0,90.0,3.634
82.81244,-3.30856,1.852,3.549,,0.123,1,2,2,0,90.0,3.549
79.99476,-5.60513,2.674,4.206,,0.0755,1,1,2,0,90.0,4.206
105.96663,-12.47981,2.26,3.178,,0.032,1,1,2,0,90.0,3.178
21.51042,11.44335,2.125,5.478,,0.0679,1,1,2,0,90.0,5.478
55.57509,31.75258,1.69,3.203,,0.149,1,1,2,0,90.0,3.203
221.03376,-51.48044,2.531,3.567,,0.0265,1,1,2,0,90.0,3.567
273.12332,-16.06667,1.654,5.54,,0.262,1,1,3,1,90.0,5.54
81.80906,34.99722,0.9475,3.105,,0.307,1,1,2,0,90.0,3.105
79.03661,-8.06893,2.783,6.636,,0.243,3,3,2,0,90.0,6.636
20.2894,57.65939,1.943,3.565,,0.0631,1,1,2,0,90.0,3.565
91.25454,30.93437,0.7347,3.193,,0.0506,1,1,2,0,90.0,3.193
8.29701,65.77339,2.361,3.729,,0.0498,3,1,2,0,90.0,3.729
15.2455,58.90796,1.668,3.652,,0.0711,1,1,2,0,90.0,3.652
157.01079,-59.84731,0.987,6.087,,0.564,1,1,2,0,90.0,6.087
33.41258,-39.74497,1.815,3.205,,0.142,1,1,2,0,90.0,3.205
287.03422,1.89297,1.581,4.157,,0.0221,1,1,2,0,90.0,4.157
164.67632,-58.87841,0.9756,3.87,,0.647,1,1,2,0,90.0,3.87
237.5237,-58.80167,2.908,3.09,,0.29,1,1,2,0,90.0,3.09
91.95317,31.51005,2.389,4.867,,0.043,1,1,2,0,90.0,4.867
288.33768,25.5226,0.9209,4.179,,0.0393,1,3,2,2,90.0,4.179
80.19401,-68.06071,2.807,3.011,0.319,0.0609,1,1,2,0,90.0,3.011
85.8558,-2.82254,1.085,5.645,,0.149,1,1,2,0,90.0,5.645
85.35821,-0.26781,0.6414,4.177,,0.087,1,1,2,0,90.0,4.177
79.87533,34.5662,0.2382,3.478,,0.0723,1,1,2,0,90.0,3.478
54.57034,2.91707,1.488,3.414,,0.0431,1,1,2,0,90.0,3.414
175.88033,22.72864,2.073,4.312,,0.146,1,1,2,0,90.0,4.312
85.05604,-2.21809,2.675,4.008,,0.244,3,1,2,0,90.0,4.008
89.14428,2.32174,1.172,8.064,,0.00971,1,1,2,0,90.0,8.064
48.11105,57.02771,0.2667,5.162,,0.149,1,1,2,0,90.0,5.162
45.44663,60.33159,0.9908,10.51,,0.162,1,1,2,0,90.0,10.51
85.22145,-4.42723,0.3234,3.982,,0.0785,1,1,2,0,90.0,3.982
77.70621,-70.18888,2.994,3.719,,0.0668,1,1,2,0,90.0,3.719
51.65998,58.05578,2.102,9.775,,0.0951,1,1,2,0,90.0,9.775
28.72556,0.81104,2.413,3.077,,0.0678,1,1,2,0,90.0,3.077
287.10464,12.65593,1.563,4.168,,0.168,1,1,2,0,90.0,4.168
59.8219,51.05555,1.62,3.959,,0.0448,1,1,2,0,90.0,3.959
19.70512,62.28698,1.943,5.47,,0.105,1,1,2,0,90.0,5.47
38.25277,9.67901,2.142,4.555,,0.0306,1,1,2,0,90.0,4.555
53.65792,63.44508,2.173,4.369,,0.196,3,1,2,0,90.0,4.369
287.5745,1.10873,0.2339,3.931,,0.112,1,1,2,0,90.0,3.931
81.24931,-8.23492,0.8358,3.17,,0.0515,1,1,2,0,90.0,3.17
21.09862,63.80663,0.3323,3.172,,0.0649,1,1,2,0,90.0,3.172
274.02931,-8.44222,0.256,3.209,,0.0644,1,1,2,0,90.0,3.209
48.20528,58.28569,1.697,3.628,,0.0998,2,1,2,0,90.0,3.628
23.66544,55.41987,2.772,3.372,,0.27,1,1,2,0,90.0,3.372
154.86619,-58.72396,2.258,13.07,,0.236,1,1,2,0,90.0,13.07
83.8775,32.02691,2.557,3.707,,0.0924,1,1,2,0,90.0,3.707
33.87383,13.85821,2.654,3.039,,0.0198,3,1,2,0,90.0,3.039
272.57117,-16.547,2.313,5.383,,0.28,1,1,3,1,90.0,5.383
46.38037,-27.81493,0.6567,3.076,,0.0287,1,1,2,0,90.0,3.076
86.25088,-5.31809,1.413,3.473,,0.0314,1,1,2,0,90.0,3.473
30.87652,2.56472,0.2191,3.669,,0.094,1,1,2,0,90.0,3.669
40.57863,62.84544,0.6794,6.477,1.15,0.537,1,1,8,8,90.0,6.477
14.69151,61.32319,1.757,3.21,,0.121,1,1,2,0,90.0,3.21
42.02255,-71.44685,2.348,4.149,,0.0535,1,1,2,0,90.0,4.149
176.70316,-61.93314,2.579,4.024,,0.238,1,1,3,1,90.0,4.024
112.00839,-51.08147,1.659,3.363,,0.0729,1,1,2,0,90.0,3.363
