ra,dec,flux65,flux90,flux140,flux160,qflag65,qflag90,qflag140,qflag160,peak_wl,peak_flux
297.81305,23.65166,0.6072,3.543,,0.428,1,1,2,1,90.0,3.543
288.7296,2.01015,2.942,3.106,,0.0742,1,1,2,0,90.0,3.106
294.24712,16.88967,0.7596,5.729,,1.24,1,1,3,1,90.0,5.729
299.17351,28.19269,1.299,3.356,,0.0746,1,1,2,0,90.0,3.356
289.9637,8.52047,2.287,5.595,,0.0204,1,3,2,0,90.0,5.595
288.29477,4.31007,1.391,4.191,,0.122,1,1,2,0,90.0,4.191
296.86764,26.65624,2.19,10.45,,0.15,1,1,3,1,90.0,10.45
301.91126,38.69828,1.368,3.204,,0.172,1,1,2,0,90.0,3.204
285.79187,7.46911,0.7412,5.179,,0.924,1,1,3,1,90.0,5.179
302.16398,41.90974,2.641,3.019,,0.144,1,1,2,0,90.0,3.019
301.46677,44.75161,2.879,3.425,,0.059,1,1,2,0,90.0,3.425
286.10094,12.03359,2.556,8.51,,0.143,1,1,2,0,90.0,8.51
304.39571,41.84735,2.875,11.87,,0.57,1,1,3,1,90.0,11.87
301.96374,39.10738,2.857,3.699,,0.087,1,1,2,0,90.0,3.699
300.95783,26.51295,1.64,5.253,,0.0709,1,1,2,0,90.0,5.253
299.98306,25.11147,2.833,11.88,,0.293,1,2,3,1,90.0,11.88
304.49467,33.45377,2.097,4.104,,1.13,1,1,3,1,90.0,4.104
288.66639,10.09255,1.958,19.83,,0.163,1,1,3,1,90.0,19.83
294.43763,22.97619,0.9483,12.82,,0.171,1,1,2,0,90.0,12.82
304.78282,44.05613,1.844,4.042,,0.248,1,1,3,1,90.0,4.042
300.03703,38.63017,1.777,3.359,,0.106,1,1,2,0,90.0,3.359
291.2478,9.71297,0.8524,3.583,,0.0339,1,1,2,0,90.0,3.583
300.69964,-19.51232,0.2248,3.239,,0.00509,1,1,2,0,90.0,3.239
287.05634,7.84703,2.067,9.864,,0.632,1,1,3,1,90.0,9.864
299.21843,29.61604,1.069,4.948,,0.0841,1,1,2,0,90.0,4.948
298.309,24.61384,2.85,5.646,,0.273,1,3,2,0,90.0,5.646
288.20572,12.27971,2.949,4.955,,0.467,1,1,3,1,90.0,4.955
295.66754,26.58777,1.525,3.519,,0.0548,1,1,2,0,90.0,3.519
298.95253,27.69381,1.534,3.855,,0.0131,1,1,2,0,90.0,3.855
296.6862,23.28013,1.377,14.99,,0.0458,1,3,2,0,90.0,14.99
298.1705,28.10886,2.075,6.68,,0.164,1,1,2,0,90.0,6.68
293.61103,22.70072,2.798,7.848,,0.106,1,1,2,0,90.0,7.848
300.56263,-48.08,1.209,4.02,,0.0412,1,1,2,0,90.0,4.02
304.33923,40.70544,2.775,5.759,,0.442,1,1,3,1,90.0,5.759
286.20084,4.18594,2.133,6.038,,0.237,1,1,3,1,90.0,6.038
288.18551,13.48272,1.8,15.8,,0.0204,1,3,2,0,90.0,15.8
295.24965,29.78057,1.751,3.31,,0.0914,1,1,2,0,90.0,3.31
293.80338,24.32898,2.571,3.69,,0.129,1,1,2,0,90.0,3.69
289.1765,6.45366,1.604,3.38,,0.0177,1,1,2,0,90.0,3.38
300.92591,35.09876,2.435,4.582,,0.218,1,1,2,0,90.0,4.582
148.35281,-59.1281,1.036,5.643,,0.141,1,3,2,0,90.0,5.643
299.05882,25.15607,0.8374,4.221,,0.0993,1,1,2,0,90.0,4.221
298.95543,29.05516,2.597,7.949,,0.376,1,1,3,1,90.0,7.949
294.49327,17.79425,2.279,3.449,,0.716,1,1,3,1,90.0,3.449
304.29497,35.96673,2.724,3.195,,0.21,1,1,3,1,90.0,3.195
293.73274,22.2227,0.2815,3.467,,0.0883,1,1,2,0,90.0,3.467
298.81385,25.41853,2.864,3.038,,0.0833,1,1,2,0,90.0,3.038
301.37633,41.64978,2.616,3.033,,0.174,1,1,2,0,90.0,3.033
299.83853,45.22207,2.297,3.146,,0.0658,1,1,2,0,90.0,3.146
295.72556,20.20296,1.921,3.655,,0.704,1,1,3,1,90.0,3.655
297.99382,23.16053,1.289,5.31,,0.0493,1,1,2,0,90.0,5.31
294.08472,17.82586,0.4367,3.047,,0.103,1,1,2,0,90.0,3.047
288.64312,13.07459,1.683,9.22,,0.574,1,1,3,1,90.0,9.22
290.54342,4.74171,2.215,3.27,,0.0559,1,1,2,0,90.0,3.27
295.72829,24.23492,1.444,4.113,,0.00806,1,1,3,0,90.0,4.113
300.10058,30.01467,2.299,3.835,,0.0873,1,1,2,0,90.0,3.835
292.12546,10.41447,0.5124,4.146,,0.0659,1,1,2,0,90.0,4.146
292.76603,12.67795,0.687,4.414,,0.0825,1,1,2,0,90.0,4.414
303.12994,29.87255,1.036,4.296,,0.0384,1,1,2,0,90.0,4.296
296.79584,25.00561,1.868,19.51,,0.169,1,1,3,1,90.0,19.51
300.22925,40.06853,1.761,3.39,,0.0426,1,1,2,0,90.0,3.39
304.88298,37.05826,1.921,3.065,,0.153,1,1,3,1,90.0,3.065
299.00172,24.20698,2.013,3.764,,0.116,1,1,2,0,90.0,3.764
296.20609,23.7416,2.045,8.417,,0.392,1,1,3,1,90.0,8.417
297.21867,24.80753,0.7683,5.397,,0.0232,1,1,2,0,90.0,5.397
297.50037,51.41344,1.356,3.482,,0.0876,1,1,2,0,90.0,3.482
299.62693,22.37531,2.551,3.927,,0.0906,1,1,2,0,90.0,3.927
303.85683,36.15306,0.9479,3.01,,0.206,1,1,3,1,90.0,3.01
297.6519,28.55784,2.548,7.011,,0.15,1,1,2,0,90.0,7.011
302.08643,39.79431,1.79,3.777,,0.136,1,1,2,0,90.0,3.777
304.32011,36.86889,1.694,10.68,,0.696,1,1,3,1,90.0,10.68
304.55063,-41.80239,0.8806,3.001,,0.00775,1,1,2,0,90.0,3.001
294.05629,9.89258,1.785,3.996,,0.0196,1,1,2,0,90.0,3.996
302.9269,41.17664,2.391,4.016,,0.563,1,1,2,0,90.0,4.016
300.41074,27.74497,2.964,6.951,,0.0892,1,1,2,0,90.0,6.951
290.79635,18.83723,0.2103,5.756,,0.752,1,1,3,1,90.0,5.756
294.34219,22.47706,2.803,3.063,,0.204,1,1,2,0,90.0,3.063
299.35384,32.27546,2.344,3.433,,0.0493,1,1,2,0,90.0,3.433
263.61481,-27.59943,2.289,3.577,,0.0346,1,1,2,0,90.0,3.577
290.68117,19.99849,2.476,3.217,,0.158,3,1,2,0,90.0,3.217
297.85698,27.32254,1.209,3.646,,0.0988,1,1,2,0,90.0,3.646
284.60906,1.94599,1.351,9.516,,0.445,1,1,3,1,90.0,9.516
293.91824,16.82078,0.8696,4.751,,0.209,1,1,2,0,90.0,4.751
298.20184,30.40681,2.139,3.347,,0.0237,1,1,2,0,90.0,3.347
294.97058,20.72759,2.916,8.085,,0.000622,1,1,2,0,90.0,8.085
305.73396,47.1505,2.874,3.693,,0.16,1,1,2,0,90.0,3.693
286.58403,0.337,2.245,4.861,,0.0333,1,1,3,3,90.0,4.861
301.10013,37.62814,2.385,4.106,,0.0551,1,1,2,0,90.0,4.106
275.94469,-22.28824,1.044,4.563,,0.0249,1,1,2,0,90.0,4.563
286.41172,-1.14088,1.268,3.747,,0.0505,1,1,2,0,90.0,3.747
297.4516,27.30571,0.9854,3.273,,0.257,1,1,2,0,90.0,3.273
303.53576,42.84465,1.409,3.491,,0.393,1,1,3,1,90.0,3.491
303.18208,42.23962,2.332,6.028,,0.00332,1,1,2,0,90.0,6.028
312.03327,44.2233,1.591,3.158,,0.468,1,1,3,1,90.0,3.158
296.96908,26.72651,1.455,6.687,,0.306,1,3,2,0,90.0,6.687
299.91088,25.64494,1.643,4.885,,0.00606,1,1,2,0,90.0,4.885
289.39595,19.40619,1.405,3.171,,0.0213,1,1,2,0,90.0,3.171
298.8821,34.69676,2.953,4.99,,0.0478,1,1,2,0,90.0,4.99
297.88825,38.69942,0.6614,4.795,,0.049,1,1,2,0,90.0,4.795
285.78476,10.80639,2.799,3.942,,0.202,1,3,2,0,90.0,3.942
286.56882,12.2309,1.563,4.327,,0.072,1,1,2,0,90.0,4.327
295.10336,25.10642,1.006,6.733,,0.222,1,1,3,3,90.0,6.733
304.98648,28.57308,2.85,4.045,,0.0846,1,1,2,0,90.0,4.045
298.10893,25.74937,1.117,4.201,,0.107,1,1,2,0,90.0,4.201
286.09407,12.40729,1.861,3.31,,0.0481,1,1,2,0,90.0,3.31
299.56946,30.86438,2.422,3.063,,0.0359,1,1,2,0,90.0,3.063
301.06027,29.89326,2.562,4.117,,0.0538,1,1,2,0,90.0,4.117
297.48609,42.43628,2.718,4.811,,0.139,1,1,2,0,90.0,4.811
303.70016,33.2112,2.031,3.782,,0.356,1,1,3,1,90.0,3.782
305.93715,-36.91698,0.4814,3.868,,0.0186,1,1,2,0,90.0,3.868
297.1706,26.62358,2.751,6.413,,0.335,1,1,2,0,90.0,6.413
285.80377,4.63762,1.167,10.77,,0.125,1,1,3,1,90.0,10.77
285.71072,-1.22972,2.178,6.559,,0.24,1,1,2,0,90.0,6.559
304.75186,41.17095,2.14,6.985,,0.879,1,1,3,1,90.0,6.985
296.39616,-56.54491,2.193,5.02,,0.109,1,1,2,0,90.0,5.02
304.83976,36.62343,2.145,3.358,,0.46,1,1,3,1,90.0,3.358
286.64714,-48.23293,2.263,3.261,,0.0709,1,1,2,0,90.0,3.261
294.65441,21.40377,2.764,4.13,,0.186,1,1,9,9,90.0,4.13
301.24836,44.27167,2.916,4.308,,0.157,3,1,2,0,90.0,4.308
297.99579,30.58057,2.772,4.231,,0.0834,3,1,2,0,90.0,4.231
299.83332,37.24732,2.35,3.365,,0.0512,1,1,2,0,90.0,3.365
293.61142,23.04782,2.212,4.038,,0.195,1,1,2,0,90.0,4.038
285.63844,-1.79299,1.3,3.552,,0.0542,1,1,2,0,90.0,3.552
301.21889,29.95843,2.421,6.368,,0.00906,1,3,2,0,90.0,6.368
298.58417,26.14499,2.5,4.332,,0.0563,1,1,2,0,90.0,4.332
298.27999,10.40075,2.03,3.751,,0.0614,1,1,2,0,90.0,3.751
298.88221,35.12034,2.337,3.111,,0.0595,1,1,2,0,90.0,3.111
295.05623,19.3242,0.4696,3.684,,0.579,1,1,3,1,90.0,3.684
297.57556,40.28712,2.159,3.05,,0.0457,1,1,2,0,90.0,3.05
304.90789,47.20865,2.887,3.349,,0.0594,1,1,2,0,90.0,3.349
298.43193,32.19954,1.416,6.152,,0.0626,1,1,2,0,90.0,6.152
307.44068,40.53245,2.092,4.828,0.838,0.364,1,1,3,1,90.0,4.828
297.62966,29.34223,2.548,3.146,,0.0348,1,1,2,0,90.0,3.146
303.48499,46.49812,2.04,3.908,,0.0482,1,1,2,0,90.0,3.908
289.79695,6.85771,2.364,3.16,,0.292,1,1,3,1,90.0,3.16
289.10959,11.95638,2.308,11.17,,0.387,1,2,3,1,90.0,11.17
300.29463,28.72122,2.176,3.259,,0.134,1,1,2,0,90.0,3.259
296.75873,22.13074,1.969,5.393,,0.00841,1,3,2,0,90.0,5.393
304.73456,44.96594,2.354,6.353,,0.022,3,1,2,0,90.0,6.353
352.00374,66.19779,2.328,3.762,,0.107,1,1,2,0,90.0,3.762
288.95207,8.16216,2.1,5.307,,0.357,1,1,3,1,90.0,5.307
298.31106,26.99271,2.252,7.724,,0.124,1,1,2,0,90.0,7.724
294.96293,18.44552,2.39,3.312,,0.158,1,1,2,0,90.0,3.312
306.26075,43.57589,0.1279,5.354,,0.6,1,1,3,1,90.0,5.354
299.76463,32.12424,0.5075,4.815,,0.0576,1,1,2,0,90.0,4.815
297.41958,27.67191,2.347,3.333,,0.0436,1,1,2,0,90.0,3.333
297.0181,10.6551,0.9065,3.988,,0.0654,1,1,2,0,90.0,3.988
297.47544,30.20979,1.496,3.602,,0.0493,1,1,2,0,90.0,3.602
301.87762,-37.91466,0.2841,5.351,,0.182,1,1,2,0,90.0,5.351
287.15295,1.27632,0.7287,7.66,,0.16,1,1,2,0,90.0,7.66
298.43542,32.38712,2.13,3.04,,0.0785,1,1,2,0,90.0,3.04
305.92083,44.79342,2.828,3.768,,0.379,1,1,3,0,90.0,3.768
297.73297,28.00483,0.5577,4.28,,0.0635,1,1,2,0,90.0,4.28
286.17087,4.89969,2.225,13.46,,0.607,1,3,3,1,90.0,13.46
303.811,41.07898,2.949,8.355,,0.206,1,1,3,1,90.0,8.355
299.85895,18.72294,2.543,3.613,,0.0587,3,1,2,0,90.0,3.613
305.28025,37.60092,0.8149,7.952,,1.23,1,1,3,1,90.0,7.952
305.24234,48.3591,1.6,3.898,,0.0647,1,1,2,0,90.0,3.898
300.49092,41.67832,2.94,3.041,,0.0641,1,1,2,0,90.0,3.041
247.19214,-53.45898,1.663,3.62,,0.373,1,1,2,0,90.0,3.62
299.31245,35.35771,2.3,3.292,,0.105,1,1,2,0,90.0,3.292
300.02565,35.76999,2.169,4.366,,0.274,3,3,2,0,90.0,4.366
305.08643,48.39302,2.314,3.451,,0.0765,1,1,2,0,90.0,3.451
307.02609,35.91483,2.737,8.47,,0.154,1,1,2,0,90.0,8.47
306.22688,36.01081,1.321,3.353,0.0977,0.181,1,1,3,1,90.0,3.353
296.8164,25.81868,2.982,5.595,,0.0722,1,1,2,0,90.0,5.595
299.48421,35.20252,1.355,4.132,,0.0594,1,1,2,0,90.0,4.132
299.26851,28.78253,2.936,4.402,,0.0565,1,1,2,0,90.0,4.402
290.43797,11.00523,2.886,5.65,,0.167,1,1,3,1,90.0,5.65
295.25058,24.78324,2.008,6.211,,0.698,1,1,3,1,90.0,6.211
299.19669,26.54654,0.8221,9.381,,0.0281,1,1,3,3,90.0,9.381
305.29998,33.66513,0.007428,6.499,,0.248,1,1,2,0,90.0,6.499
303.75592,40.50375,1.113,7.672,1.39,0.304,1,1,3,1,90.0,7.672
299.43391,35.32465,1.075,3.028,,0.0548,1,1,2,0,90.0,3.028
299.00287,27.87081,0.09564,3.119,,0.155,1,1,2,0,90.0,3.119
300.71526,35.91447,2.066,5.718,,0.0571,1,1,2,0,90.0,5.718
293.46351,18.529,0.3775,9.551,,0.776,1,1,3,1,90.0,9.551
262.67548,-31.22151,2.014,13.71,,2.58,1,1,3,1,90.0,13.71
295.89561,25.82357,2.9,9.556,,0.0974,1,1,2,0,90.0,9.556
286.36725,-26.51052,0.3523,3.068,,0.0569,1,1,2,0,90.0,3.068
296.81123,21.97347,1.396,3.966,,0.0284,1,1,2,0,90.0,3.966
286.42225,2.05711,2.906,3.104,,0.395,1,1,3,1,90.0,3.104
298.38571,33.31877,2.755,3.199,,0.141,1,1,2,0,90.0,3.199
299.93254,31.69813,2.641,3.133,,0.181,3,1,2,0,90.0,3.133
292.1286,16.34589,1.232,7.109,,0.11,1,1,3,1,90.0,7.109
305.24039,45.60637,2.37,4.76,,0.262,1,1,2,0,90.0,4.76
303.79905,45.89028,2.94,3.928,,0.128,1,1,2,0,90.0,3.928
298.40575,39.60441,2.896,3.012,,0.0505,1,1,2,0,90.0,3.012
301.84834,41.31088,2.072,3.291,,0.218,1,1,2,0,90.0,3.291
305.84281,42.59319,0.9133,4.794,,0.329,1,1,3,1,90.0,4.794
301.82747,27.20612,1.104,3.897,,0.0407,1,1,2,0,90.0,3.897
303.75905,42.73193,1.986,3.768,,0.998,1,1,3,1,90.0,3.768
292.4816,22.13776,2.892,3.161,,0.0138,1,1,2,0,90.0,3.161
290.4674,5.11658,2.501,4.434,,0.0564,1,1,2,0,90.0,4.434
300.10544,27.5493,2.103,3.593,,0.0893,1,1,2,0,90.0,3.593
305.95215,43.04663,0.4056,5.515,0.493,0.649,1,1,3,1,90.0,5.515
287.18461,10.0186,1.698,3.856,,0.164,1,1,3,1,90.0,3.856
300.17277,32.17922,2.224,4.375,,0.0957,1,1,2,0,90.0,4.375
287.12782,-6.61195,1.535,3.258,,0.0859,1,1,2,0,90.0,3.258
129.16594,-39.48566,2.747,3.449,,0.0728,1,1,2,0,90.0,3.449
298.89786,28.03258,0.7323,3.013,,0.115,1,1,2,0,90.0,3.013
299.5294,29.96057,1.904,3.108,,0.0531,1,1,2,0,90.0,3.108
286.86682,2.63481,0.9011,4.57,,0.0808,1,1,3,3,90.0,4.57
287.14153,-3.06494,0.9122,3.619,,0.0558,1,1,2,0,90.0,3.619
290.7149,11.52452,2.789,8.091,,0.252,1,1,3,1,90.0,8.091
295.19075,11.19135,1.422,3.159,,0.0703,1,1,2,0,90.0,3.159
300.24706,41.43032,2.891,3.458,,0.102,1,1,2,0,90.0,3.458
302.36369,37.85229,1.301,8.962,,0.394,1,1,3,1,90.0,8.962
288.59203,3.76683,0.2909,3.296,,0.014,1,1,2,0,90.0,3.296
298.93729,32.18151,2.726,3.775,,0.0542,1,1,2,0,90.0,3.775
297.41652,27.49553,1.534,9.372,,0.122,1,3,2,0,90.0,9.372
305.36312,44.2718,2.451,3.447,,0.312,1,1,3,1,90.0,3.447
304.42328,34.82054,0.846,5.165,,0.167,1,1,3,1,90.0,5.165
296.74244,27.52389,1.544,3.056,,0.0242,1,1,2,0,90.0,3.056
301.11841,44.41962,2.543,3.746,0.474,0.132,1,1,2,0,90.0,3.746
286.19132,-4.66667,1.982,3.738,,0.0204,1,1,2,0,90.0,3.738
306.26796,33.79372,1.224,5.01,,0.0615,1,1,3,0,90.0,5.01
297.24938,23.00407,0.1568,7.423,,0.249,1,1,2,0,90.0,7.423
304.40862,48.59964,0.8616,3.501,,0.048,1,1,2,0,90.0,3.501
287.48108,7.11633,1.455,9.668,,0.0795,1,1,3,1,90.0,9.668
305.62,38.1064,1.716,4.491,,0.394,1,1,3,1,90.0,4.491
306.66867,57.9736,2.169,3.343,,0.0377,1,1,2,0,90.0,3.343
304.31914,40.63052,2.532,3.92,,0.645,1,1,2,0,90.0,3.92
8.25032,64.13874,2.589,3.337,,0.0888,1,1,2,0,90.0,3.337
304.91144,34.51491,2.628,5.154,,0.244,1,1,3,1,90.0,5.154
301.13647,29.35052,2.328,3.204,,0.219,1,1,2,0,90.0,3.204
306.2132,37.53321,1.485,4.744,,0.706,1,1,3,1,90.0,4.744
298.16489,25.48667,1.761,6.682,,0.136,1,1,2,0,90.0,6.682
305.4485,33.4669,2.554,7.316,,0.041,3,1,2,0,90.0,7.316
298.30606,29.09732,2.747,7.138,,0.102,1,1,2,0,90.0,7.138
297.86854,26.1733,1.72,3.708,,0.24,1,1,2,0,90.0,3.708
286.61265,12.2457,0.9792,5.359,,0.19,1,1,2,0,90.0,5.359
287.38498,-6.38745,2.114,3.917,,0.0728,1,3,2,0,90.0,3.917
297.22368,25.67084,1.786,3.109,,0.966,1,1,3,1,90.0,3.109
300.50878,25.88248,1.976,3.552,,0.0703,1,1,2,0,90.0,3.552
246.27856,-53.21731,2.303,6.533,,0.00603,1,1,3,1,90.0,6.533
296.72796,25.67959,0.4213,13.28,,0.0687,1,1,2,0,90.0,13.28
301.13285,30.68616,1.143,3.699,,0.203,1,1,3,1,90.0,3.699
305.34027,46.23195,2.294,3.21,,0.135,1,1,2,0,90.0,3.21
297.93492,29.7752,1.835,3.073,,0.109,1,1,2,0,90.0,3.073
296.68632,40.86236,1.445,3.282,,0.0847,1,1,2,0,90.0,3.282
297.72935,32.18922,2.466,4.7,,0.0721,1,1,2,0,90.0,4.7
304.11645,40.13788,2.862,4.472,,0.26,1,1,3,1,90.0,4.472
301.80555,28.62976,0.8133,4.118,,0.13,1,3,2,0,90.0,4.118
305.24211,37.33588,1.03,9.465,,0.689,1,1,3,1,90.0,9.465
305.28331,33.20684,2.327,4.024,,0.136,1,1,2,0,90.0,4.024
296.91369,26.88105,2.32,6.549,,0.161,1,1,2,0,90.0,6.549
305.56874,40.58003,2.525,3.247,,0.372,1,1,3,1,90.0,3.247
286.34605,-6.47171,1.3,3.36,,0.0785,1,1,2,0,90.0,3.36
288.18214,8.8513,1.337,8.477,,0.223,1,1,3,1,90.0,8.477
299.47516,34.08884,2.403,3.597,,0.0773,1,1,2,0,90.0,3.597
292.40367,21.97087,0.5918,5.392,,0.0739,1,1,2,0,90.0,5.392
300.99269,39.3975,2.763,3.43,,0.0885,1,1,2,0,90.0,3.43
285.92159,10.54858,0.3041,3.122,,0.0658,1,1,2,0,90.0,3.122
297.2817,26.5273,2.104,5.584,,0.094,1,1,2,0,90.0,5.584
301.29345,29.97548,1.727,6.501,,0.062,1,1,2,0,90.0,6.501
301.70177,39.83026,2.895,3.403,,0.0761,3,1,2,0,90.0,3.403
292.3237,12.22633,0.2938,5.957,,0.0216,1,1,3,1,90.0,5.957
304.72878,8.0518,2.343,3.195,,0.0935,1,1,2,0,90.0,3.195
305.84415,33.30525,2.785,3.14,,0.254,1,1,2,0,90.0,3.14
293.48362,24.21006,2.403,5.292,,0.0434,3,1,2,0,90.0,5.292
286.97373,2.07534,2.253,5.002,,0.0963,1,1,2,0,90.0,5.002
306.49696,37.04195,1.978,4.314,,0.318,1,1,3,1,90.0,4.314
305.6075,42.63179,1.944,3.729,,0.178,1,1,3,1,90.0,3.729
306.26145,30.90723,2.964,3.116,,0.0911,1,1,2,0,90.0,3.116
306.86638,46.76393,2.387,3.712,,0.136,1,1,2,0,90.0,3.712
301.24317,39.94462,1.893,3.022,,0.0627,1,1,2,0,90.0,3.022
300.426,31.85801,0.4876,4.053,,0.0823,1,1,2,0,90.0,4.053
301.11025,43.58177,2.59,4.438,,0.165,1,1,2,0,90.0,4.438
300.82549,30.0706,2.717,5.042,,0.0799,1,1,2,0,90.0,5.042
287.89894,10.76384,1.609,10.09,,0.637,1,1,3,1,90.0,10.09
300.0437,41.78515,2.276,3.977,,0.139,1,1,2,0,90.0,3.977
289.48288,13.97626,2.355,5.938,,0.624,1,1,3,1,90.0,5.938
291.84256,21.30389,1.299,4.253,,0.054,2,1,2,0,90.0,4.253
286.82256,7.00807,2.348,32.52,,0.665,1,1,3,1,90.0,32.52
299.6001,35.44111,2.812,5.291,,0.101,1,1,2,0,90.0,5.291
295.54156,26.48267,0.767,4.901,,0.0179,1,1,2,0,90.0,4.901
287.90916,13.05683,1.002,3.667,,0.00104,1,1,2,0,90.0,3.667
301.34864,41.94335,2.55,4.041,,0.097,1,1,2,0,90.0,4.041
287.32922,-0.13924,2.389,3.401,,0.0428,3,1,2,0,90.0,3.401
291.14779,18.82025,1.83,6.639,,0.102,1,1,3,1,90.0,6.639
295.37247,29.40889,2.451,4.884,,0.104,1,1,2,0,90.0,4.884
297.46554,23.47882,0.05435,5.356,,0.222,1,1,2,0,90.0,5.356
288.39597,5.54072,0.5213,6.217,,0.0533,1,1,2,0,90.0,6.217
305.81885,32.15891,1.602,13.43,,0.0336,1,1,2,0,90.0,13.43
11.42657,41.88465,2.672,4.731,,0.057,1,1,2,0,90.0,4.731
301.11287,41.29029,0.4192,3.649,,0.133,1,1,2,0,90.0,3.649
305.50975,40.72371,2.079,7.608,1.22,0.316,1,1,3,1,90.0,7.608
306.60477,45.12068,1.385,3.876,,0.143,1,1,2,0,90.0,3.876
288.44974,12.42133,2.467,5.624,,0.643,1,1,3,1,90.0,5.624
296.0899,-27.40517,2.586,4.385,,0.0378,3,1,2,0,90.0,4.385
306.34531,35.84626,1.241,8.893,,0.435,1,1,3,1,90.0,8.893
300.50277,36.40802,1.555,5.93,,0.0847,1,1,2,0,90.0,5.93
300.86506,28.90136,2.61,3.088,,0.0965,1,1,2,0,90.0,3.088
292.31057,17.26906,0.4609,8.042,,0.15,1,1,3,1,90.0,8.042
300.65432,36.48676,0.4538,4.6,,0.168,1,1,3,1,90.0,4.6
300.81378,38.7088,2.852,3.639,,0.0681,3,1,2,0,90.0,3.639
288.76231,4.80788,1.028,3.198,,0.109,1,1,3,1,90.0,3.198
288.49994,15.17892,1.492,3.208,,0.0672,1,1,2,0,90.0,3.208
305.49594,39.14113,2.96,8.714,0.847,0.32,1,1,3,1,90.0,8.714
287.40374,8.79213,1.771,4.836,,0.374,1,1,3,1,90.0,4.836
273.47457,-12.09714,2.449,11.25,,0.71,1,1,3,1,90.0,11.25
210.75337,-59.39944,2.313,15.15,,0.0639,1,1,2,0,90.0,15.15
299.6348,33.9283,0.5441,3.419,,0.063,1,1,2,0,90.0,3.419
292.71858,-47.74303,2.61,4.641,,0.0279,3,1,2,0,90.0,4.641
298.30683,25.97904,2.152,4.655,,0.189,1,1,2,0,90.0,4.655
293.8631,21.86305,2.58,3.811,,0.108,1,1,2,0,90.0,3.811
299.78741,28.57397,2.845,3.418,,0.127,1,1,2,0,90.0,3.418
296.01373,27.3925,2.624,7.153,,0.122,1,3,2,0,90.0,7.153
287.17612,9.76415,2.042,5.221,,0.452,1,1,3,1,90.0,5.221
305.54486,33.38117,2.356,3.157,,0.091,1,1,2,0,90.0,3.157
302.28548,44.65515,1.987,4.761,,0.339,1,3,2,0,90.0,4.761
302.77607,43.11228,2.479,4.983,0.0617,0.366,1,1,2,0,90.0,4.983
294.24798,16.87399,0.4107,3.163,,0.00934,1,1,2,0,90.0,3.163
304.57997,46.2864,0.3162,4.795,,0.155,1,1,2,0,90.0,4.795
288.34225,3.14857,2.982,10.56,,0.0892,1,3,2,0,90.0,10.56
298.25607,41.03653,2.537,4.032,,0.142,1,1,2,0,90.0,4.032
286.99687,2.45278,0.465,4.421,,0.105,1,1,3,3,90.0,4.421
299.87623,34.28377,1.736,9.281,,0.0746,1,3,2,0,90.0,9.281
300.59915,31.18288,1.34,4.173,,0.182,1,1,2,0,90.0,4.173
297.39366,35.59982,2.759,3.331,,0.0283,1,1,2,0,90.0,3.331
306.19634,36.02932,0.9973,7.078,,0.949,1,1,3,1,90.0,7.078
299.3092,28.02527,0.5024,6.101,,0.0353,1,1,2,0,90.0,6.101
297.11557,26.88229,1.834,7.507,,0.0262,1,1,2,0,90.0,7.507
298.72722,34.65053,2.417,4.192,,0.195,1,1,2,0,90.0,4.192
303.98472,39.9829,1.002,6.409,0.312,0.173,1,1,3,1,90.0,6.409
298.05346,27.89311,1.225,4.253,,0.0645,1,1,2,0,90.0,4.253
303.70709,41.59505,1.5,5.754,0.394,0.796,1,1,2,0,90.0,5.754
293.58518,21.71802,1.794,4.416,,0.266,1,1,3,1,90.0,4.416
293.66582,16.3286,1.485,3.791,,0.37,1,1,3,1,90.0,3.791
300.27685,36.7354,0.9549,4.497,,0.0391,1,1,2,0,90.0,4.497
288.39766,10.70961,1.637,6.769,,0.639,1,1,3,1,90.0,6.769
280.60541,0.56227,1.862,11.63,,0.851,1,1,3,1,90.0,11.63
299.75583,35.37521,0.8616,3.073,,0.125,1,1,2,0,90.0,3.073
287.81793,10.92263,2.198,7.943,,0.19,1,1,3,1,90.0,7.943
304.14728,46.42818,0.3551,4.067,,0.0478,1,1,2,0,90.0,4.067
294.23875,23.74812,2.485,4.806,,0.0634,1,1,2,0,90.0,4.806
307.00852,41.77716,1.215,7.037,2.19,0.709,1,1,3,1,90.0,7.037
301.4493,29.25708,2.64,4.231,,0.281,1,1,2,0,90.0,4.231
299.72078,26.70096,0.5064,3.937,,0.0691,1,1,2,0,90.0,3.937
288.39058,15.40287,0.9223,3.374,,0.0592,1,1,2,0,90.0,3.374
300.53667,45.21798,0.4071,10.79,,0.123,1,1,3,1,90.0,10.79
306.68195,36.81489,2.383,11.31,0.616,0.965,1,1,8,8,90.0,11.31
303.76494,36.12323,2.144,4.99,,0.156,1,1,3,1,90.0,4.99
299.80982,25.04725,2.046,3.755,,0.00312,1,1,2,0,90.0,3.755
291.32353,13.89771,1.469,3.831,,0.494,1,1,3,1,90.0,3.831
305.29645,-47.78417,2.554,3.437,,0.102,3,1,2,0,90.0,3.437
304.42038,45.30632,0.1633,3.198,,0.15,1,1,2,0,90.0,3.198
298.69356,29.50492,2.789,7.379,,0.111,1,1,2,0,90.0,7.379
306.896,33.54515,0.9404,8.738,,0.313,1,3,2,0,90.0,8.738
