ra,dec,W3 - W4,W4
179.5509799,-60.9951856,1.6109999999999989,8.868
211.5617249,-60.9187335,2.8280000000000003,6.652
169.1300248,-60.7707911,2.392999999999999,8.069
161.0633662,-60.7565236,1.8899999999999988,8.13
161.2240413,-60.7365697,1.987000000000001,6.435
159.2249994,-60.6768347,1.6869999999999994,8.259
167.9893321,-60.5961405,1.9879999999999995,8.161
160.2815819,-60.4761103,2.657,6.964
244.3307652,-60.4634585,1.770999999999999,8.073
222.26937,-60.45109,2.7670000000000003,6.001
231.29197,-60.2373362,2.037,7.559
161.1245915,-60.1616183,2.9819999999999998,3.887
164.1485001,-60.1490864,2.119999999999999,4.69
162.3298369,-60.0772588,2.575,5.257
168.9467929,-60.0186586,2.502,7.512
160.6707125,-60.0172959,4.005,4.159
163.2546865,-59.9500337,1.5790000000000006,7.317
217.8575796,-59.8920158,3.000000000000001,7.303
137.9794314,-59.8526883,1.8239999999999998,8.395
162.1310945,-59.8267009,2.6579999999999995,5.76
155.8641529,-59.7338509,2.4540000000000006,6.532
164.7842399,-59.7224869,2.210000000000001,7.311
223.0623359,-59.7028029,1.6149999999999993,6.989
163.769878,-59.6990436,1.9149999999999991,8.351
224.7412378,-59.6873725,2.1449999999999996,7.353
184.2228214,-59.6781136,2.104000000000001,8.283
161.3850189,-59.6148611,2.794,0.282
220.3095851,-59.4972723,2.1260000000000003,6.969
163.7475213,-59.4816841,2.45,7.178
160.4485084,-59.3566836,2.325,4.218
155.5128477,-59.2956015,3.0379999999999994,7.386
224.8640595,-59.2690483,2.8899999999999997,6.421
160.5157811,-59.2528001,1.5679999999999996,5.913
160.5224479,-59.1566599,3.4000000000000004,3.742
150.462831,-58.9402368,2.832,7.126
163.1877313,-58.7568776,3.8550000000000004,6.443
158.8150195,-58.754554,2.6769999999999996,5.868
151.5205974,-58.6755336,2.3610000000000007,7.183
153.8745954,-58.6282607,2.0759999999999996,7.62
165.2674624,-62.9165665,2.4399999999999995,6.865
173.957104,-62.895466,1.9990000000000006,8.228
184.3262871,-62.8835874,1.983999999999999,7.937
221.7988996,-62.8472201,2.2430000000000003,8.141
141.0433046,-62.836818,2.2859999999999996,7.006
175.7784093,-62.8283552,2.0580000000000007,7.576
208.6086815,-62.7756751,2.506000000000001,6.592
175.3720434,-62.7411435,2.521,7.174
225.1239127,-62.6462389,2.79,7.671
175.6979501,-62.5793034,2.7780000000000005,5.862
198.110064,-62.5780952,2.313,-5.498
182.9463663,-62.5753872,3.231,5.391
225.7499175,-58.6119402,5.648000000000001,0.169
189.6870254,-58.4944817,1.5370000000000008,8.673
159.2308337,-58.4245904,2.034,6.153
154.2525394,-58.3871208,2.7220000000000004,6.299
223.9291662,-58.271779,1.8229999999999995,7.908
165.2049562,-58.2559364,1.8159999999999998,7.53
24.1565536,-58.2191866,2.023999999999999,8.189
161.037268,-58.1984184,2.3980000000000006,7.264
160.2387639,-58.1721703,2.447000000000001,6.119
153.6968033,-58.1702511,2.4240000000000004,4.329
262.7167395,-58.1483694,1.7990000000000013,8.152
150.9305051,-58.1333858,2.1769999999999996,7.302
154.4120761,-58.1246945,3.813999999999999,4.908
155.4593276,-58.0431039,1.8650000000000002,6.093
128.8945577,-58.0364181,1.819,7.534
156.0736872,-58.0341924,3.270999999999999,5.067
155.1526315,-58.0262349,4.247,3.015
156.5151514,-57.9716773,1.585,7.854
153.036721,-57.9636562,2.374999999999999,6.665
152.0362355,-57.9564834,1.6389999999999993,8.766
131.1386214,-57.9550866,1.825000000000001,8.658
57.124,-57.93471,1.9939999999999989,7.831
160.7465139,-57.9043293,1.5429999999999993,8.083
224.3130947,-57.879602,2.7830000000000004,6.78
150.1957679,-57.7811826,2.659,4.647
359.9274799,-57.7732021,1.616999999999999,7.237
232.7937718,-57.7359733,2.5729999999999995,7.348
155.691804,-57.7053356,2.8149999999999995,5.152
156.6363558,-57.6916751,2.934,3.859
107.8590337,-57.5989212,1.8689999999999998,8.485
153.9545929,-57.5515468,2.497,7.167
153.5206613,-57.5323246,2.1979999999999995,6.815
152.2129874,-57.5205761,2.7409999999999997,5.449
155.9447709,-57.5087662,2.2410000000000005,6.143
114.2837626,-57.5036437,2.1449999999999996,7.997
154.3493123,-57.4557829,2.375,4.547
152.1431461,-57.3871158,2.5090000000000003,5.221
160.762501,-57.3239837,1.6920000000000002,8.406
166.7858348,-57.1097841,1.9909999999999997,8.409
151.2230034,-56.8945844,2.187999999999999,8.044
230.3500529,-56.8869726,2.387999999999999,6.45
248.4187933,-56.7772374,1.7940000000000005,8.279
101.3241948,-56.6144768,1.6510000000000016,8.463
227.491641,-56.5521429,1.7990000000000004,3.598
154.4308487,-56.5167058,2.338,6.604
156.5381142,-56.4069211,2.254999999999999,6.871
188.2011797,-56.0296185,1.8350000000000009,8.446
159.521123,-56.0048866,2.0839999999999996,8.242
236.2884178,-55.6200636,2.3789999999999996,5.635
148.2195479,-55.6180171,2.6980000000000013,7.262
292.3852921,-55.5629134,2.334999999999999,7.602
235.7220803,-55.4095342,1.7880000000000003,8.651
234.9620635,-55.3423672,2.196999999999999,5.926
234.9688036,-55.236898,2.551,6.618
56.6340436,-55.0191022,1.638,8.501
154.714485,-58.5687149,1.689,8.579
156.3897152,-58.554114,2.447000000000001,7.513
155.8960056,-58.3582757,2.513,6.464
165.1408046,-58.3410905,2.5650000000000004,7.044
158.4590836,-58.1565953,1.9640000000000004,7.167
152.8570028,-58.1402185,1.9719999999999995,8.048
159.1540114,-58.0864847,2.641,6.897
153.7566733,-58.0796286,3.1190000000000007,5.998
153.293166,-58.0282952,3.102999999999999,6.812
153.7892114,-58.0199751,1.9510000000000005,7.439
230.1434543,-57.974093,1.6479999999999997,7.481
228.0171126,-57.9475506,2.6610000000000005,5.739
151.8284502,-57.9207565,2.404000000000001,6.861
156.6282297,-57.8588309,4.688,5.38
73.0286242,-57.7979768,2.33,8.01
158.7746796,-57.7423654,2.307999999999999,6.216
159.7008601,-57.5691782,2.752,7.469
151.3260002,-57.5300799,2.1850000000000005,7.15
156.2788143,-57.5084784,3.684,5.492
152.3532475,-57.4441754,2.0140000000000002,4.568
157.5305765,-57.4166575,2.725999999999999,6.9
73.8154353,-57.3454316,1.529,7.673
159.4637076,-57.3330722,2.349000000000001,7.31
156.9879122,-57.2491997,1.597999999999999,7.115
152.8423049,-57.2265681,1.8630000000000004,5.608
151.9496547,-57.1729277,2.457,4.167
160.1342119,-57.1577475,2.3499999999999996,5.965
175.6943835,-57.0605417,1.7890000000000006,7.665
159.6667174,-57.0259062,2.5650000000000013,6.786
170.3765519,-56.8927791,2.701999999999999,7.309
52.9035473,-56.6980777,2.722999999999999,7.522
248.2565035,-56.5521548,1.6739999999999995,8.457
244.9820821,-56.3337849,1.9169999999999998,6.958
107.6013066,-56.3269066,1.7070000000000007,7.798
157.2971321,-56.3017685,2.8000000000000007,6.766
234.3833689,-56.2973377,2.718,6.567
157.3383103,-56.2569261,2.3020000000000005,7.768
192.2939043,-55.8301918,1.9219999999999997,7.678
237.2175875,-55.4345186,2.3899999999999997,6.777
158.2743876,-55.3468866,1.8130000000000006,8.036
232.4015331,-55.1260517,2.1869999999999994,8.074
237.0080645,-54.8018192,2.6980000000000004,5.943
225.79243,-58.6109,4.139,0.332
214.0933424,-58.6105285,3.1850000000000005,6.522
152.687364,-58.601661,1.7899999999999991,8.705
155.5147381,-58.5096829,2.6740000000000004,5.8
152.5621072,-58.5087131,3.2639999999999993,7.032
159.5677284,-58.4687509,2.0069999999999997,6.798
160.2136343,-58.4329262,1.517999999999999,8.749
158.8639155,-58.4226633,2.7989999999999995,5.558
160.799959,-58.4089211,1.8200000000000003,8.406
165.2753532,-58.3036703,2.659,7.107
156.9395501,-58.2841209,2.6479999999999997,7.131
156.8089827,-58.2791065,2.146,7.065
156.6449428,-58.1129919,2.1030000000000006,6.303
150.9060747,-58.0986499,2.3280000000000003,5.982
157.830657,-58.098582,2.9139999999999997,5.129
163.6185813,-58.095466,2.646,6.627
217.6309007,-58.082712,2.9349999999999996,7.255
158.9453033,-58.0633709,2.058,6.208
153.5277759,-58.0498097,3.4799999999999995,6.283
153.3116201,-58.0185585,2.470999999999999,6.29
151.8931215,-58.0093992,2.5220000000000002,7.18
232.338659,-57.9370493,1.783999999999999,8.038
225.6876257,-57.9014129,2.3579999999999997,6.627
290.9037592,-57.8931315,1.8710000000000004,8.485
158.2198402,-57.8297036,2.5009999999999994,6.304
193.6735017,-57.7954148,2.4750000000000005,7.406
160.3510866,-57.7590272,1.5679999999999996,8.484
154.2838022,-57.732848,2.3120000000000003,6.14
158.4368248,-57.6723303,2.3789999999999996,6.798
159.584206,-57.6315092,2.073999999999999,6.982
188.6874308,-57.586054,2.789999999999999,7.237
152.1120766,-57.5543296,1.6420000000000003,7.345
228.6492238,-57.4405365,2.005,7.595
153.195968,-57.4066758,2.6880000000000006,6.744
40.1465795,-57.3727076,1.7699999999999996,8.327
188.5321765,-57.3136255,2.6320000000000006,7.826
240.0043257,-57.2956708,2.4750000000000005,7.777
134.5687485,-56.9171738,1.831999999999999,8.518
157.9012023,-56.8248871,3.622,6.798
165.0045096,-56.5404253,1.5099999999999998,8.93
156.8289167,-56.4273068,1.741999999999999,8.601
237.0792615,-56.2571515,2.6880000000000006,6.484
161.7642878,-56.0328449,2.225999999999999,7.692
235.8641773,-55.7954727,2.035,8.398
343.175947,-55.5170963,1.6950000000000003,8.743
267.3067127,-55.3465971,2.775999999999999,7.187
236.5871031,-55.3362215,1.8680000000000003,4.697
236.0372505,-55.3009813,1.9179999999999993,7.054
233.09481,-55.23617,2.5860000000000003,6.724
74.9701838,-55.1061182,1.9160000000000004,7.865
150.823137,-54.9834682,2.159,6.844
145.9957888,-58.6108894,1.88,6.912
225.3194576,-58.506037,2.233999999999999,6.658
158.5669807,-58.48727,1.9350000000000005,8.259
150.9417757,-58.4845321,1.7400000000000002,6.693
159.3858124,-58.4773201,2.3909999999999996,2.821
150.564357,-58.4654063,1.9510000000000005,8.493
231.9273438,-58.4018752,2.313999999999999,7.585
118.9665993,-58.3754394,1.5660000000000007,8.376
161.4126933,-58.3168258,2.284,6.988
154.0576502,-58.3009669,2.5279999999999996,6.931
71.5231363,-54.5056405,2.636000000000001,7.286
233.2939235,-54.4288918,1.8360000000000003,8.354
162.7355936,-54.3181987,2.3569999999999993,6.022
238.7131575,-54.1414176,3.0759999999999996,2.285
37.145869,-54.0350616,1.8640000000000008,8.391
241.81115,-54.01466,2.8129999999999997,6.505
241.9138079,-53.8916534,2.753,7.59
239.8675359,-53.747676,2.9850000000000003,1.343
246.4623169,-53.743436,1.966000000000001,8.456
60.0286806,-53.6766189,2.1630000000000003,7.266
53.9036777,-53.6655935,1.9539999999999988,7.634
54.6783852,-53.4591984,1.7219999999999995,8.551
236.9245357,-53.35835,2.051,8.211
242.9177895,-53.2752173,2.524,5.777
159.2775543,-53.1081865,2.016,8.448
243.6486206,-52.8050191,2.5039999999999996,6.782
245.0252367,-52.4013767,2.365,6.151
244.8114706,-52.355862,2.141,5.996
41.9960028,-52.3040591,1.5300000000000002,7.492
115.1420887,-52.2771797,1.8559999999999999,8.13
124.4442482,-51.8939656,1.9969999999999999,8.124
240.8065184,-51.8536595,2.6259999999999994,6.311
55.8665028,-51.6681452,1.8200000000000003,8.169
56.5630064,-51.5207465,1.9659999999999993,7.465
59.3459486,-51.4594599,1.9380000000000006,8.49
250.6455057,-51.2856352,1.6809999999999992,8.567
11.8085996,-54.6841032,1.5790000000000006,8.571
59.1701647,-54.6240869,2.6560000000000006,6.971
238.1507797,-54.5939416,2.8390000000000004,2.758
234.2593684,-54.4900609,1.8609999999999989,8.384
258.0467743,-54.4730503,2.189,8.279
241.039308,-54.3871897,1.673,7.975
142.7272651,-54.3734105,1.7800000000000011,8.421
145.6806969,-54.3715005,2.048,5.093
327.9846791,-54.356445,2.1229999999999993,7.98
106.4423977,-54.1330806,1.815999999999999,8.143
67.6667779,-53.615453,2.385,5.533
238.1280022,-53.5860853,2.9429999999999996,5.509
147.6954427,-53.2982409,2.348,5.517
4.0302071,-53.1783255,2.053,7.45
244.6803107,-53.120699,2.2350000000000003,7.998
26.8044719,-53.0749882,2.42,6.657
242.2191291,-53.0157317,1.8499999999999996,7.911
244.3495749,-52.9410703,2.5379999999999994,6.412
191.2960982,-52.8729772,1.9949999999999992,8.295
68.0476719,-52.866654,1.7079999999999993,7.931
246.7848028,-52.7405022,1.8230000000000004,8.381
240.3314013,-52.7076916,2.349,5.29
46.516381,-52.5988334,1.6990000000000016,8.511
347.1348687,-52.5654901,1.7119999999999997,8.436
70.6558353,-52.5361816,1.7700000000000005,7.985
140.9899938,-51.990593,5.255000000000001,1.818
169.6210242,-51.9122815,1.991999999999999,7.41
355.8772593,-51.681958,1.7359999999999989,8.499
246.7472584,-51.5172065,2.662,7.559
240.0397918,-51.4535181,2.388,5.511
75.20791,-51.3539452,2.2749999999999995,7.989
213.7577871,-54.58408,1.8379999999999992,8.579
175.7113886,-54.5473685,2.109,8.318
223.7969723,-54.4670014,3.833000000000001,6.297
237.6471605,-54.3066428,3.3600000000000003,5.107
236.5309553,-54.2394773,2.1799999999999997,5.604
237.240692,-54.0463759,2.9210000000000003,4.973
155.1842211,-53.9060656,1.5629999999999988,8.765
174.0428352,-53.4005407,2.014000000000001,8.145
53.6986492,-52.9751264,1.8069999999999986,8.55
171.578705,-52.9130536,1.9700000000000006,8.048
242.9649463,-52.8449558,2.1209999999999996,7.858
38.5851168,-52.8047065,1.6600000000000001,8.248
159.1691082,-52.6610822,1.9349999999999987,8.48
135.8044008,-52.6319814,2.59,7.629
78.7864106,-52.5728189,2.244999999999999,7.23
162.5494467,-52.5679461,1.6000000000000014,8.812
243.25655,-52.52807,2.5269999999999992,5.243
248.2227324,-51.9243349,1.9130000000000003,8.52
186.6906439,-51.7415427,1.940999999999999,7.506
240.2798327,-51.528343,2.3129999999999997,7.303
242.6608537,-51.500617,3.534,3.8
163.1923966,-51.3852591,1.5869999999999997,8.505
148.5642492,-54.7635722,1.8580000000000005,8.2
55.1692149,-54.5179868,1.7889999999999997,8.19
237.8236471,-51.1981315,2.2640000000000002,7.595
251.6442598,-50.9327034,2.1959999999999997,8.032
129.0603581,-50.8369248,1.645999999999999,8.653
170.8738522,-50.6106231,2.359,8.051
232.0409049,-50.6040498,1.657,8.688
133.2879944,-50.5357457,2.878,6.721
248.6707029,-50.5171424,2.0420000000000016,8.229
322.1699682,-50.4408922,1.9259999999999993,7.149
248.9256702,-50.4298036,2.192,8.168
244.5148285,-50.2881098,2.4510000000000005,5.699
242.6309037,-50.0125017,2.5840000000000005,7.245
133.3649887,-49.7758045,2.6110000000000007,7.834
137.7936334,-49.6730669,2.4539999999999997,7.191
246.3846852,-49.6500028,2.551,5.478
134.2241092,-49.496741,2.433,7.429
138.0853005,-49.4730387,3.368999999999999,6.267
134.9557011,-49.2195115,2.7590000000000012,5.935
134.0728465,-49.1090135,2.054000000000001,7.778
137.2046848,-49.0420748,2.5359999999999996,7.257
243.1218078,-48.9972978,1.7379999999999995,7.025
138.3917174,-48.9904777,3.0170000000000003,6.636
135.8595479,-48.920999,3.2510000000000003,4.701
250.0167495,-48.7825869,3.1869999999999994,4.267
133.1621282,-48.7285259,2.005,5.033
239.1647271,-48.5042418,1.7849999999999993,7.203
154.8305841,-48.2677494,1.831999999999999,8.56
253.3227503,-47.9600582,3.0139999999999993,7.25
6.1155079,-51.2533459,1.7479999999999993,8.746
179.5730803,-51.1349301,2.056000000000001,6.385
247.0347129,-50.934025,2.1419999999999995,8.093
338.9330592,-50.8908309,3.5200000000000005,6.758
138.3667176,-50.4625592,2.005,7.44
253.5404625,-50.3984317,1.8179999999999996,8.413
259.2235565,-50.3792476,2.0280000000000005,8.26
244.9162241,-50.3479387,2.973,0.718
345.7759631,-50.2724025,1.8289999999999997,7.706
148.6927823,-50.2478606,2.4670000000000005,6.404
245.3979517,-50.0087256,4.141,-0.596
347.3919903,-49.8479664,2.1819999999999995,7.156
144.1618495,-49.7158978,1.6579999999999995,8.596
328.5632906,-49.6597669,1.5970000000000013,8.184
34.1568206,-49.5869726,2.6430000000000007,7.099
141.2170916,-49.4932068,2.335,5.912
249.1884369,-49.4617588,1.936,8.293
134.246774,-49.4287765,2.4780000000000006,7.201
248.3376645,-49.3682337,2.5359999999999996,6.612
134.0599339,-49.3668627,2.710000000000001,7.231
136.2775055,-49.3092559,2.1799999999999997,7.679
248.4521903,-49.2521249,1.7989999999999995,5.969
243.4265061,-49.2382011,2.0340000000000007,7.827
239.3265252,-49.1968845,1.5419999999999998,6.154
135.2894042,-49.0028307,3.1789999999999994,6.094
249.6648829,-48.8254767,2.6449999999999996,4.064
135.0319995,-48.7301552,1.8279999999999994,7.407
135.5150617,-48.5981199,3.287,3.327
243.7832875,-48.4703032,2.8969999999999994,7.309
252.06323,-48.37474,2.596000000000001,6.271
247.536994,-48.1739027,1.9590000000000005,3.404
139.0949838,-48.0459332,2.5940000000000003,6.383
137.2785034,-47.9772847,2.494999999999999,7.496
151.6787158,-51.2246453,2.1800000000000006,7.78
241.1463129,-51.1878771,1.737,8.231
242.34141,-51.1367,2.769,4.861
241.170079,-51.0815299,2.4429999999999996,8.053
126.8315618,-51.0005268,2.524,7.376
332.2985988,-50.9239099,2.136,7.902
142.2398522,-50.9144708,1.5870000000000015,8.354
288.0120918,-50.8769018,1.944,7.188
135.2082445,-50.8029177,2.578999999999999,7.214
246.5163098,-50.547991,2.4939999999999998,7.605
245.338747,-50.5388079,4.885,0.76
57.6863081,-50.3946135,1.7509999999999994,8.698
242.5402767,-50.3690697,1.8599999999999994,7.519
189.864581,-50.0367886,1.702,8.566
138.1883036,-49.5903481,2.2510000000000003,6.762
250.5076152,-49.3430658,1.8050000000000015,8.059
138.3334736,-49.2222601,2.6900000000000004,7.329
135.1216832,-49.1726302,2.4879999999999995,6.154
130.8529222,-49.1294107,1.5340000000000007,8.443
229.430039,-49.1214132,1.556000000000001,8.244
62.784457,-48.8977457,1.6010000000000009,8.821
245.4306293,-48.8248211,2.443999999999999,6.221
250.2234015,-48.7245644,5.409999999999999,4.873
134.5807627,-48.656226,3.024,5.114
250.6589399,-48.6315142,2.5460000000000003,7.947
70.6397043,-48.5516823,1.657,8.616
242.5943877,-48.4849342,2.4099999999999997,3.805
250.04726,-48.07913,2.9160000000000004,1.776
62.7369209,-48.0695854,1.811,8.539
109.6847151,-51.2547871,2.482000000000001,7.805
244.9009129,-51.0835595,2.563,2.116
168.2383593,-51.0051071,2.1769999999999996,6.545
248.1286555,-47.7649058,4.26,3.048
251.9560334,-47.5470388,2.1580000000000004,7.127
138.8741884,-47.5431598,2.2799999999999994,6.965
228.5049967,-47.5342638,1.6460000000000008,8.774
134.0276738,-47.4896697,3.096,6.83
134.7545134,-47.2470091,2.7990000000000004,4.907
251.9737983,-47.1950562,3.803000000000001,6.324
186.2367044,-47.1899037,2.162000000000001,7.0
248.297175,-46.9837317,1.7749999999999995,7.764
171.9680717,-46.861522,2.5840000000000005,6.252
234.3997167,-46.7065972,1.7169999999999996,7.732
348.1613686,-46.5957646,2.0710000000000006,7.983
254.8275657,-46.4040888,2.3930000000000007,5.712
70.9375801,-46.402121,1.7800000000000011,8.693
309.9723813,-46.3629368,2.1990000000000007,7.656
246.7656055,-46.3313541,2.2600000000000007,7.909
113.8776105,-46.2863023,2.3320000000000007,7.215
150.4064666,-45.8451519,1.9690000000000003,7.45
322.5764076,-45.6076798,2.033999999999999,7.836
136.6488022,-45.553671,2.3930000000000007,7.616
118.5930495,-45.5443022,1.9289999999999985,8.002
253.9360081,-45.4781199,2.470999999999999,5.796
252.2493546,-45.2968774,3.614,4.33
252.094429,-45.1037332,2.6499999999999995,4.857
229.0749782,-45.0350617,2.3179999999999996,7.712
136.0831468,-47.9364702,2.3939999999999992,7.299
138.9729631,-47.9290161,2.366999999999999,6.381
138.9688661,-47.9167558,2.474,5.364
246.8690248,-47.8406173,2.265999999999999,7.043
47.0475386,-47.8104249,1.8290000000000006,8.097
250.6225346,-47.7838486,1.7409999999999997,4.267
135.8899748,-47.4641146,2.7889999999999997,4.671
134.4495759,-47.343707,3.2680000000000007,5.407
253.4319978,-47.2693157,2.3870000000000005,7.772
250.2874767,-47.2258097,2.0650000000000004,6.342
249.6295535,-47.0890749,1.6059999999999999,5.861
253.790786,-47.0333956,1.7850000000000001,8.338
134.0363938,-46.9990437,2.5420000000000007,6.669
160.7659466,-46.8730587,1.9929999999999986,8.297
249.7226945,-46.8212842,2.9690000000000003,4.527
251.2578109,-46.6707357,2.564,5.299
246.343743,-46.4591564,2.5269999999999992,7.545
126.6672344,-46.3426955,2.0889999999999986,8.396
247.7559823,-46.0316279,2.864,6.72
250.7874483,-45.9956852,3.548000000000001,5.329
3.8200365,-45.8285868,1.8459999999999992,6.947
201.778017,-45.7642043,1.9609999999999994,7.7
215.1559102,-45.7600333,1.5789999999999988,8.836
249.7921007,-45.6900892,2.5229999999999997,6.116
257.5290499,-45.637082,3.005000000000001,7.132
249.8074613,-45.5935115,1.8500000000000005,6.042
250.4598267,-45.4442808,2.185999999999999,7.11
247.7989267,-45.3937504,1.943999999999999,8.39
251.9731346,-45.2899642,3.296,2.315
253.668078,-45.2045948,2.6630000000000003,2.463
72.8707679,-45.1211088,1.9559999999999995,7.939
252.4614882,-44.9425199,2.3229999999999995,5.844
287.0721001,-44.8144921,1.9700000000000006,8.5
138.9279979,-47.7847592,1.6000000000000014,8.389
139.50763,-47.68602,2.8260000000000005,7.504
134.6443085,-47.471177,4.4830000000000005,3.103
138.8602006,-47.4407499,2.5389999999999997,5.821
138.8143436,-47.3634255,2.2039999999999997,4.921
134.8348541,-47.3390891,2.8820000000000006,6.184
249.6413882,-47.3124361,2.511,5.832
64.3391548,-47.3043018,2.5589999999999993,6.98
258.272827,-47.1162961,2.984000000000001,7.467
136.0059301,-47.0826209,1.5789999999999988,8.134
250.8156744,-46.9425306,2.0029999999999992,7.594
248.798545,-46.8536007,2.4909999999999997,6.304
254.6044979,-46.5271292,2.5090000000000003,7.471
245.4639172,-46.4944971,3.096,7.096
61.0247977,-46.2442505,1.763,8.489
130.9304929,-45.8436179,2.897000000000001,6.922
251.0120246,-45.8014966,2.2330000000000005,5.087
201.3217661,-45.7684649,1.6349999999999998,8.706
59.5614444,-45.5123502,2.0760000000000005,8.049
256.8480682,-45.3747812,2.306000000000001,7.539
233.482652,-44.9900006,2.145999999999999,8.147
139.2224491,-47.848124,1.6190000000000007,7.165
139.2465747,-47.8450792,1.7780000000000005,5.441
193.3377152,-44.7001321,2.0009999999999994,8.051
251.1570815,-44.5138233,1.612,7.51
132.5389857,-44.448074,2.109,7.183
251.2690415,-44.4424717,2.325,5.564
259.4734452,-44.3869532,2.9129999999999994,7.162
185.8802322,-44.306516,2.0460000000000003,7.831
132.706177,-44.2943416,2.6350000000000007,7.624
168.75013,-44.14789,2.335,6.299
254.2178212,-43.7060072,1.782,8.067
137.3762173,-43.7031656,2.210000000000001,7.609
67.5062582,-43.687581,1.8259999999999996,7.739
129.9599073,-43.5303155,1.548000000000001,7.925
255.116931,-43.4952541,2.430999999999999,6.679
252.3598613,-43.3254697,2.351,7.012
319.6774533,-43.2566624,1.87,7.953
112.708748,-43.2106703,1.83,8.52
134.1999719,-43.1843912,2.1209999999999996,6.447
158.544486,-42.8418391,1.5950000000000006,7.333
133.0119388,-42.7990906,1.5550000000000006,7.194
132.141302,-42.6168734,2.388000000000001,6.3
134.4370431,-42.6008782,2.2380000000000004,6.424
251.4782095,-42.1874769,1.6519999999999992,8.146
133.4938451,-42.0190552,2.3979999999999997,6.471
248.9919542,-41.8759167,2.9459999999999997,7.462
251.7014338,-44.767084,2.765999999999999,6.197
286.9121554,-44.6927325,2.2159999999999993,7.872
134.8960195,-44.6064908,1.5679999999999996,8.443
250.2678118,-44.323311,2.915,6.944
109.6573478,-44.2494326,1.6240000000000006,8.523
308.5939031,-43.9686528,1.8190000000000008,8.389
247.8562587,-43.9095002,2.3740000000000006,7.795
132.3029613,-43.6335572,2.872,5.555
128.1208531,-43.554048,2.3450000000000006,7.833
254.0184883,-43.4536912,3.1949999999999994,5.344
251.0631664,-43.4527758,2.0550000000000006,6.758
132.6322585,-43.2288215,2.7089999999999996,6.68
252.8064878,-43.1278013,2.3129999999999997,6.251
250.7078912,-43.1052382,2.92,6.574
250.9042753,-42.849318,3.3049999999999997,6.218
265.9110273,-42.8483587,3.0090000000000003,7.385
89.5734061,-42.8035471,1.8399999999999999,8.412
252.449402,-42.7846953,2.797999999999999,6.71
134.5199305,-42.7468923,1.859,7.282
258.6204685,-42.5902215,2.5740000000000007,6.636
132.8260007,-42.4201111,3.0730000000000004,7.202
132.9788206,-42.1562593,2.6719999999999997,5.678
76.7803208,-42.0449122,2.3729999999999993,7.913
251.9843309,-42.0237701,1.529,8.679
254.7159683,-41.7860552,2.0189999999999992,7.854
136.1031243,-44.718878,2.0570000000000004,8.245
251.8650884,-44.3077996,2.9080000000000004,6.278
239.9632788,-44.1002604,1.8659999999999997,8.457
108.6305357,-43.9614024,2.929999999999999,7.11
351.3092704,-43.9200385,1.7170000000000005,8.093
123.0498582,-43.8920055,1.6500000000000004,6.629
203.7691889,-43.7512319,2.59,7.388
135.046174,-43.6903986,3.222999999999999,5.227
252.8937179,-43.5289069,1.669999999999999,6.908
247.9384688,-43.4035483,2.5730000000000004,7.862
248.470535,-43.2119654,1.891,8.436
132.7832697,-43.1365063,2.1080000000000005,8.074
255.3534668,-42.9356767,2.7300000000000004,5.493
132.186728,-42.9334472,2.9479999999999995,4.325
131.6356722,-42.7934505,2.51,7.147
260.9725189,-42.7754721,2.9779999999999998,7.164
156.7897559,-42.6065898,1.9239999999999995,7.994
257.844685,-42.5251155,2.6550000000000002,5.633
133.6012375,-42.1857608,2.825,7.201
186.3967015,-41.9347119,1.7119999999999997,8.291
249.9535668,-41.9246883,2.1229999999999993,8.3
244.9525866,-44.7640247,1.5709999999999997,8.562
259.3941925,-44.682135,1.604000000000001,8.78
251.4645878,-44.6601662,3.2300000000000004,4.942
305.8010357,-44.6469603,1.5229999999999997,8.723
56.3695701,-44.587268,1.5530000000000008,8.773
242.5722321,-44.5637076,2.1180000000000003,8.34
266.3453724,-41.7563415,2.3150000000000004,7.636
133.4820007,-41.7547149,2.5389999999999997,5.405
252.5458799,-41.6226939,1.907,8.487
350.4026086,-41.604148,1.8279999999999994,6.91
196.5235176,-41.5663928,1.6960000000000015,8.405
131.5846615,-41.453149,2.7429999999999994,6.264
260.7517744,-41.4108263,2.2349999999999994,7.971
252.8507621,-41.3603703,2.048,8.4
222.1691954,-41.2940303,1.588000000000001,8.747
255.0774304,-41.0656532,2.385,5.696
52.0132539,-40.9073424,2.0229999999999997,7.618
115.6113847,-40.2593353,1.968,8.207
254.8278144,-40.2363398,3.8529999999999998,2.162
293.6722087,-40.0142609,2.874999999999999,7.376
146.9063096,-39.996676,1.9259999999999984,8.492
187.3424053,-39.8516348,2.0360000000000005,7.043
260.0495727,-39.7323136,3.7139999999999995,6.094
6.6807779,-39.6964369,2.2470000000000008,7.611
316.9934222,-39.4841668,1.5329999999999995,8.782
257.8125642,-39.1654914,5.311,0.23
130.3243182,-39.1426746,2.1660000000000004,7.73
263.7330209,-39.0934776,2.6320000000000006,7.575
47.9092223,-39.0847715,1.7569999999999997,8.287
15.6423876,-39.0746728,1.593,7.26
262.698992,-39.0202576,1.7240000000000002,8.736
128.3384509,-38.9883,1.657,8.75
261.0003668,-38.9816697,2.6399999999999997,7.299
259.4953513,-38.8910622,5.501,3.553
230.6041886,-41.5576003,2.1990000000000007,7.46
131.35362,-41.40325,2.4210000000000003,6.348
130.97858,-41.28949,2.396,4.463
